CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;
05796X0053/PUITS;71249;LAIVES;71;AERM&C;180;;71249_FRDG505_FRDG397;839604,5852;6619295,429;;DG397;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05796X0046/AEP;71249;LAIVES;71;AERM&C;181;;71249_FRDG505_FRDG397;840529,5237;6621200,177;DG397;DG397;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05796X0048/AEP;71249;LAIVES;71;AERM&C;181;;71249_FRDG505_FRDG397;840338,5135;6621343,649;DG397;DG397;Hors RCS et RCO;;;;;;oui;;;;;;;;
05796X0049/AEP;71249;LAIVES;71;AERM&C;181;;71249_FRDG505_FRDG397;839872,7786;6620564,428;DG397;DG397;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05543X0007/AEP;71254;LAYS-SUR-LE-DOUBS;71;AERM&C;178,45;;71254_FRDG505_FRDG379;871431,336;6650816,656;DG379;DG379;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06022X0016/SCE;71274;MANCEY;71;AERM&C;323;;71274_ _FRDG503;840302,9515;6609231,352;DG503;DG503;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
06235X0112/PUITS1;71275;MARCIGNY;71;AELB;246;;71275_FRGG045_FRGG047;779164,499;6575156,824;GG047;GG047;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
05525X0003/SOURCE;71282;MARMAGNE;71;AELB;510;;71282_ _FRGG043;804170,6627;6634739,715;GG043;GG043;Hors RCS et RCO;;;;;;oui;;;;;;;;
06246X1008/AEP;71289;MATOUR;71;AERM&C;540;;71289_ _FRDG611;810845,584;6581381,203;DG611;DG611;Hors RCS et RCO;;;;;;;oui;;;;;;;
06027X1026/PZ2;71305;MONTBELLET;71;AERM&C;174;11;71305_FRDG505_FRDG361;846451,2389;6598878,24;DG361;DG361;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;;
06027X0015/AEP;71305;MONTBELLET;71;AERM&C;171,98;11.3;71305_FRDG505_FRDG361;846799,9828;6599240,46;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
06027X1007/AEP;71305;MONTBELLET;71;AERM&C;173;;71305_FRDG505_FRDG361;846004,3183;6597966,925;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;oui;;oui;;;;;oui;
05772X0030/SOURCE;71317;MONTMORT;71;AELB;380;;71317_ _FRGG043;784434,5755;6630804,651;GG043;GG043;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
05772X0029/SOURCE;71317;MONTMORT;71;AELB;410;;71317_ _FRGG043;781838,2194;6625487,198;GG043;GG043;Hors RCS et RCO;;;;;;;;oui;;;;;;
05772X0031/SOURCE;71317;MONTMORT;71;AELB;390;;71317_ _FRGG043;784078,5834;6630260,381;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
05998X0036/AEP;71325;LA MOTTE-SAINT-JEAN;71;AELB;270;;71325_ _FRGG044;772418,0059;6602135,184;GG044;GG044;Hors RCS et RCO;;;;;;;;oui;;;;;;
06005X0083/SOURCE;71325;LA MOTTE-SAINT-JEAN;71;AELB;275;;71325_ _FRGG044;771802,3473;6600808,738;GG044;GG044;Hors RCS et RCO;;;;;;;;oui;;;;;;
05998X0034/SOURCE;71325;LA MOTTE-SAINT-JEAN;71;AELB;275;;71325_ _FRGG044;774031,5008;6600427,999;GG044;GG044;Hors RCS et RCO;;;;;;;;oui;;;;;;
06003X0010/AEP;71340;PALINGES;71;AELB;265;;71340_ _FRGG043;795763,8383;6607757,757;GG043;GG043;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
05997X0015/AEP;71348;PERRIGNY-SUR-LOIRE;71;AELB;218;;71348_FRGG043_FRGG047;764504,774;6603829,534;GG047;GG047;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05993X0020/AEP;71348;PERRIGNY-SUR-LOIRE;71;AELB;215;;71348_FRGG043_FRGG047;765027,062;6603000,248;GG047;GG047;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05997X0014/AEP;71348;PERRIGNY-SUR-LOIRE;71;AELB;218;;71348_FRGG043_FRGG047;762717,4321;6603306,148;GG047;GG047;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05543X0023/AEP;71357;POURLANS;71;AERM&C;180;14.8;71357_FRDG505_FRDG379;869394,0679;6656011,806;DG379;DG379;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui;
06002X0016/HY;71370;RIGNY-SUR-ARROUX;71;AELB;275;;71370_FRGG045_FRGG046;781656,6095;6602696,195;GG046;GG046;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
05247X0004/AEP;71376;ROUSSILLON-EN-MORVAN;71;AELB;520;;71376_ _FRGG043;784713,0246;6660310,728;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;oui;;;;;;
05246X0010/AEP;71376;ROUSSILLON-EN-MORVAN;71;AELB;655;;71376_ _FRGG043;784891,0333;6658779,274;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;oui;;;;;;
05246X0011/AEP;71376;ROUSSILLON-EN-MORVAN;71;AELB;655;;71376_ _FRGG043;780691,4671;6657931,362;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
05522X0033/AEP;71409;SAINT-EMILAND;71;AELB;480;;71409_ _FRGG043;808882,7151;6647598,616;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06014X0006/AEP;71417;SAINT-GENGOUX-LE-NATIONAL;71;AERM&C;220;;71417_ _FRDG503;828402,576;6615075,271;DG503;DG503;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
06013X0003/AEP;71427;SAINT-HURUGE;71;AERM&C;265;;71427_ _FRDG503;821858,8625;6610335,805;DG503;DG503;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;;oui;;;;;;
05256X0014/PUITS;71438;SAINT-LEGER-DU-BOIS;71;AELB;310;;71438_FRGG043_FRGG102;807608,8169;6658889,544;GG102;GG102;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06253X1001/401;71494;LA SALLE;71;AERM&C;172;12.3;71494_FRDG505_FRDG361;845030,8788;6591752,938;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06256X1052/AEP;71497;SANCE;71;AERM&C;172,5;20.5;71497_FRDG505_FRDG361;842252,5387;6584336,394;DG361;DG361;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
05541X0047/PUITS;71504;SAUNIERES;71;AERM&C;177;20.6;71504_FRDG505_FRDG379;858393,8251;6646677,448;DG379;DG379;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06021X0004/AEP;71515;SERCY;71;AERM&C;193;;71515_FRDG505_FRDG397;830084,6682;6612970,679;DG397;DG397;Hors RCS et RCO;;;;;RCS/RCO;;oui;;;;;;oui;
06021X0008/AEP;71515;SERCY;71;AERM&C;196;;71515_FRDG505_FRDG397;829302,7014;6612021,494;DG397;DG397;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
05774X0003/AEP;71531;LA TAGNIERE;71;AELB;575;;71531_ _FRGG043;795452,7021;6632147,361;GG043;GG043;Hors RCS et RCO;;;;;;;oui;;;;;;;
05774X0002/AEP;71531;LA TAGNIERE;71;AELB;450;;71531_ _FRGG043;791081,4442;6633341,026;GG043;GG043;Hors RCS et RCO;;;;;;;oui;;;;;;;
05772X0019/S1;71542;TOULON-SUR-ARROUX;71;AELB;253;7.4;71542_ _FRGG043;786252,4774;6622827,259;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
05772X0035/AEP;71542;TOULON-SUR-ARROUX;71;AELB;253;;71542_ _FRGG043;787436,7176;6626123,724;;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
06248X1002/SOURCE;71545;TRAMAYES;71;AERM&C;595;;71545_ _FRDG611;825450,1427;6578351,441;DG611;DG611;Hors RCS et RCO;;;;;RCSseul;oui;oui;oui;;;;;;
06245X1001/SOURCE;71559;VARENNES-SOUS-DUN;71;AELB;460;;71559_ _FRGG043;803698,9586;6579473,481;GG043;GG043;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06015X0001/S;71586;VIRY;71;AELB;290;2.5;71586_ _FRGG043;800749,9926;6596153,9;GG043;GG043;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
05765X0010/F1;71589;VITRY-SUR-LOIRE;71;AELB;202;13.1;71589_FRGG051_FRGG047;751726,7359;6620252,427;GG047;GG047;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
02873X0006/F;72005;ANCINNES;72;AELB;215;40;72005_ _FRGG019;494434,6453;6811514,425;GG019;GG019;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03591X0078/F;72007;ARDENAY-SUR-MERIZE;72;AELB;83;117.3;72007_FRGG120_FRGG081;508730,3457;6769677,779;GG081;GG081;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
04243X0012/F3;72025;BAZOUGES-SUR-LE-LOIR;72;AELB;25,6;8.3;72025_FRGG080_FRGG111;461433,3113;6734239,605;GG111;GG111;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
04243X0007/F1;72025;BAZOUGES-SUR-LE-LOIR;72;AELB;25,68;7.3;72025_FRGG080_FRGG111;461996,9048;6737134,815;GG111;GG111;Hors RCS et RCO;;;;;;;oui;;;;;;;
03231X0010/F;72026;BEAUFAY;72;AELB;141;90.74;72026_FRGG081_FRGG090;506608,1079;6786547,165;GG081;GG090;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
03945X0011/F;72028;BEAUMONT-PIED-DE-BOEUF;72;AELB;142;138;72028_FRGG080_FRGG090;505382,4857;6741317,752;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03945X0010/SOURCE;72028;BEAUMONT-PIED-DE-BOEUF;72;AELB;94,08;1.5;72028_FRGG080_FRGG090;502449,5712;6743710,23;GG090;GG090;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
03232X0007/F1;72039;BONNETABLE;72;AELB;153,5;88;72039_FRGG081_FRGG090;512464,0231;6791145,205;GG081;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03231X0022/F4;72039;BONNETABLE;72;AELB;113;49.5;72039_FRGG081_FRGG090;512072,0173;6789464,537;GG081;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03574X0011/F4;72045;BRAINS-SUR-GEE;72;AELB;63,5;39;72045_FRGG120_FRGG121;473286,3991;6772476,497;GG120;GG121;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03574X0012/F5;72045;BRAINS-SUR-GEE;72;AELB;62;34;72045_FRGG120_FRGG121;473959,043;6771724,774;GG120;GG121;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03588X0022/F4;72047;BRETTE-LES-PINS;72;AELB;103;34;72047_FRGG081_FRGG090;501001,2449;6759109,261;GG090;GG090;Hors RCS et RCO;;;;;;;oui;;;;;;;
03931X0006/F;72051;CERANS-FOULLETOURTE;72;AELB;43;35;72051_FRGG120_FRGG081;478324,1636;6752411,018;GG081;GG081;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03931X0005/SR;72051;CERANS-FOULLETOURTE;72;AELB;43;45;72051_FRGG120_FRGG081;479384,4708;6750356,893;GG081;GG081;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
02872X0502/F;72056;CHAMPFLEUR;72;AELB;119,4;17;72056_ _FRGG079;487649,0548;6813288,39;GG079;GG079;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
03577X0037/SECOUR;72059;CHANTENAY-VILLEDIEU;72;AELB;47;21.55;72059_ _FRGG079;462284,757;6760613,451;GG079;GG079;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
03926X0004/F;72061;LA CHAPELLE-D'ALIGNE;72;AELB;29;14;72061_FRGG120_FRGG081;458845,2199;6744750,059;GG120;GG081;Hors RCS et RCO;;;;;;oui;;;;;;;;
03951X0510/F;72064;LA CHAPELLE-HUON;72;AELB;75;99;72064_FRGG080_FRGG090;533428,1668;6751971,116;GG080;GG090;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
03225X0004/F;72066;LA CHAPELLE-SAINT-FRAY;72;AELB;88,56;85.7;72066_FRGG120_FRGG121;483889,0614;6782908,537;GG120;GG121;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03226X0003/F;72066;LA CHAPELLE-SAINT-FRAY;72;AELB;79;90;72066_FRGG120_FRGG121;484348,9469;6781626,893;GG120;GG121;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
03947X0543/F4;72068;LA CHARTRE-SUR-LE-LOIR;72;AELB;55;6.56;72068_FRGG088_FRGG111;519399,6116;6740188,483;GG111;GG111;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
04261X0553/F4;72071;CHATEAU-DU-LOIR;72;AELB;55,8;89;72071_FRGG080_FRGG090;507898,9243;6738436,628;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
04254X0082/F3;72077;CHENU;72;AELB;78;117;72077_FRGG080_FRGG088;501998,8645;6725978,828;GG080;GG088;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03928X0055/F2;72084;CLERMONT-CREANS;72;AELB;72;107;72084_FRGG080_FRGG090;474797,1963;6743106,094;GG080;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03928X0052/F1993;72084;CLERMONT-CREANS;72;AELB;88;183;72084_FRGG090_FRGG095;474271,7965;6744043,397;GG081;GG095;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03601X0501/F;72087;CONFLANS-SUR-ANILLE;72;AELB;128;56;72087_FRGG080_FRGG090;530677,932;6765574,189;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03241X0502/F;72093;CORMES;72;AELB;123;31.3;72093_FRGG067_FRGG141;530776,5891;6790744,567;GG141;GG141;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
03593X0059/F2;72094;COUDRECIEUX;72;AELB;148;95;72094_FRGG081_FRGG090;522372,9186;6767176,245;GG081;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03594X0035/F1;72094;COUDRECIEUX;72;AELB;176;89;72094_FRGG081_FRGG090;523798,3436;6767181,862;GG081;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03225X0001/F;72119;DOMFRONT-EN-CHAMPAGNE;72;AELB;101,63;36.7;72119_ _FRGG079;479458,6954;6781229,137;GG120;GG079;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03225X0005/F2;72119;DOMFRONT-EN-CHAMPAGNE;72;AELB;110;37;72119_FRGG120_FRGG121;478929,9538;6785026,704;GG120;GG121;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03236X0023/F;72122;DUNEAU;72;AELB;74;46;72122_FRGG120_FRGG081;514387,7551;6776194,965;GG081;GG081;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03934X0012/P;72124;ECOMMOY;72;AELB;103;19;72124_FRGG080_FRGG090;499138,2611;6750144,642;GG090;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03934X0038/F1994;72124;ECOMMOY;72;AELB;150;131;72124_FRGG081_FRGG090;497375,6498;6753162,075;GG081;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03934X0008/P;72124;ECOMMOY;72;AELB;90;27.25;72124_FRGG120_FRGG141;497023,9485;6754078,289;GG081;GG141;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
02876X0013/F;72139;FYE;72;AELB;136;119;72139_FRGG120_FRGG121;484233,0374;6805236,926;GG120;GG121;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
02871X0503/F;72141;GESNES-LE-GANDELIN;72;AELB;175;26;72141_ _FRGG019;480931,866;6808100,052;GG019;GG019;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
02871X0510/S3;72141;GESNES-LE-GANDELIN;72;AELB;177;106;72141_ _FRGG019;479886,1533;6809313,151;GG019;GG019;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
02871X0501/P4;72141;GESNES-LE-GANDELIN;72;AELB;171,35;9.1;72141_ _FRGG019;480204,6367;6810610,394;GG079;GG019;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03572X0007/F2;72149;JOUE-EN-CHARNIE;72;AELB;163;125;72149_ _FRGG020;459125,1764;6773613,299;GG020;GG020;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03573X0003/P1;72149;JOUE-EN-CHARNIE;72;AELB;90;;72149_ _FRGG020;462003,6951;6771739,576;GG020;GG020;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03928X0051/F1;72154;LA FLECHE;72;AELB;80;102;72154_FRGG080_FRGG090;469958,7117;6741314,885;GG080;GG090;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
03238X0010/SOURCE;72156;LAMNAY;72;AELB;113;2.7;72156_FRGG141_FRGG081;529875,4675;6781060,115;GG081;GG081;Hors RCS et RCO;;;;;;;oui;oui;;;;;;
03238X0045/F;72158;LAVARE;72;AELB;154;58;72158_FRGG141_FRGG081;526826,3541;6775481,688;GG081;GG081;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03938X0030/F;72160;LAVERNAT;72;AELB;141,5;150;72160_FRGG080_FRGG090;499354,8737;6740729,229;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03928X0012/F2;72163;LIGRON;72;AELB;84;229;72163_FRGG090_FRGG095;473537,1437;6744275,952;GG081;GG095;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03928X0006/F;72163;LIGRON;72;AELB;83,76;45;72163_FRGG090_FRGG095;474667,8719;6743894,118;GG090;GG095;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03936X0082/S1;72175;LUCHE-PRINGE;72;AELB;40;109;72175_FRGG080_FRGG090;485055,161;6735650,357;;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
04252X0084/F1;72176;LE LUDE;72;AELB;73;130;72176_FRGG080_FRGG088;483279,6967;6730402,841;GG080;GG088;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
04252X0083/F2;72176;LE LUDE;72;AELB;72;130;72176_FRGG080_FRGG088;483660,0817;6731001,514;GG080;GG088;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
02881X0503/P;72180;MAMERS;72;AELB;120;3;72180_ _FRGG079;505707,5281;6809875,08;GG079;GG079;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03934X0003/F;72187;MARIGNE-LAILLE;72;AELB;104,87;7.38;72187_FRGG080_FRGG090;504019,4245;6748793,01;GG090;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
02881X0002/F2;72188;MAROLLETTE;72;AELB;124,6;18;72188_ _FRGG079;504535,596;6810879,152;GG079;GG079;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03246X0503/SR;72193;MELLERAY;72;AELB;225;90;72193_FRGG141_FRGG080;536660,7183;6782032,622;GG080;GG080;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03246X0502/F;72193;MELLERAY;72;AELB;210;67.5;72193_FRGG141_FRGG080;539230,6289;6778743,907;GG080;GG080;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03221X0005/SOURCE;72197;MEZIERES-SOUS-LAVARDIN;72;AELB;72;5.5;72197_FRGG120_FRGG121;480281,5907;6786336,714;GG120;GG121;Hors RCS et RCO;;;;;;oui;;;;;;;;
03223X0005/F;72205;MONTBIZOT;72;AELB;78;153.5;72205_FRGG120_FRGG121;491040,5132;6787715,504;GG120;GG121;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03213X0006/SOURCE;72211;MONT-SAINT-JEAN;72;AELB;125;;72211_ _FRGG019;466333,0437;6798634,173;GG019;GG019;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
03227X0014/F2;72217;NEUVILLE-SUR-SARTHE;72;AELB;78;31.2;72217_FRGG120_FRGG081;492057,3857;6775671,599;GG081;GG081;Hors RCS et RCO;;;;;;oui;;;;;;;;
03227X0011/F2;72217;NEUVILLE-SUR-SARTHE;72;AELB;66,49;19.1;72217_FRGG120_FRGG081;493407,6905;6778680,055;GG081;GG081;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
02886X0509/SOURCE;72220;NOGENT-LE-BERNARD;72;AELB;95;;72220_FRGG120_FRGG141;512385,4365;6796815,371;GG081;GG141;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03592X0086/F;72224;NUILLE-LE-JALAIS;72;AELB;145;92;72224_FRGG081_FRGG090;513232,0147;6772241,23;GG081;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03923X0025/F;72228;PARCE-SUR-SARTHE;72;AELB;47;40;72228_FRGG120_FRGG081;463209,273;6748027,945;GG120;GG081;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03595X0004/F;72231;PARIGNE-L'EVEQUE;72;AELB;138;119.6;72231_FRGG081_FRGG090;506823,2606;6758668,143;GG081;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03595X0002/F;72231;PARIGNE-L'EVEQUE;72;AELB;100;27.1;72231_FRGG081_FRGG090;504902,013;6755279,047;GG090;GG090;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03214X0002/P;72234;PEZE-LE-ROBERT;72;AELB;112,06;14.4;72234_ _FRGG079;474724,3088;6793488,339;GG079;GG079;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03576X0001/P;72239;POILLE-SUR-VEGRE;72;AELB;65,37;12.5;72239_ _FRGG079;456297,0004;6762609,566;GG079;GG079;Hors RCS et RCO;;;;;;oui;;;;;;;;
03591X0064/F;72241;MONTFORT-LE-GESNOIS;72;AELB;71,2;47;72241_FRGG120_FRGG081;505812,8324;6777744,855;GG081;GG081;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03936X0002/F;72243;PONTVALLAIN;72;AELB;41,7;38;72243_FRGG073_FRGG080;491027,2777;6740637,166;GG080;GG080;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03936X0020/F2;72243;PONTVALLAIN;72;AELB;47,38;46;72243_FRGG073_FRGG080;490046,3641;6740802,372;GG080;GG080;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03936X0004/F1;72243;PONTVALLAIN;72;AELB;72;66;72243_FRGG120_FRGG080;490942,0258;6744167,525;GG080;GG080;Hors RCS et RCO;;;;;;;oui;;;;;;;
03936X0007/F2;72243;PONTVALLAIN;72;AELB;72;10.2;72243_FRGG120_FRGG080;488375,8929;6745591,079;GG080;GG080;Hors RCS et RCO;;;;;;oui;;;;;;;;
03606X0501/P;72250;RAHAY;72;AELB;101,33;9.47;72250_FRGG130_FRGG080;537474,9892;6762650,648;GG080;GG080;Hors RCS et RCO;;;;;;;;oui;;;;;;
02872X0540/FAEP;72254;ROUESSE-FONTAINE;72;AELB;92;100;72254_FRGG120_FRGG121;486618,8855;6805544,406;GG120;GG121;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03217X0029/F;72261;RUILLE-EN-CHAMPAGNE;72;AELB;123;27;72261_ _FRGG020;465412,561;6778161,134;GG020;GG020;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03943X0010/F;72262;RUILLE-SUR-LOIR;72;AELB;148;140;72262_FRGG080_FRGG090;521982,101;6750609,326;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
03943X0011/F;72262;RUILLE-SUR-LOIR;72;AELB;137,5;158;72262_FRGG080_FRGG090;524070,2146;6746888,919;GG080;GG090;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
02875X0030/P;72266;SAINT-AUBIN-DE-LOCQUENAY;72;AELB;74;10;72266_FRGG079_FRGG113;479322,2429;6800845,864;GG113;GG113;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
03605X0509/F;72269;SAINT-CALAIS;72;AELB;142;115;72269_FRGG080_FRGG090;534632,1532;6763237,595;GG080;GG090;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
03572X0002/F;72278;SAINT-DENIS-D'ORQUES;72;AELB;135;50;72278_ _FRGG020;458171,3168;6777273,137;GG020;GG020;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
03605X2012/F;72286;SAINT-GERVAIS-DE-VIC;72;AELB;101;95;72286_FRGG080_FRGG090;530032,673;6754277,908;GG080;GG090;Hors RCS et RCO;;;;;;oui;;;;;;;;
