CD_STATION;NUM_COM;NOM_COM;NUM_DEP;codagence;ALTITUDE;PROFONDEUR_MAXI_POINT;Unité_coord_fictifs;X_FICT_L93;Y_FICT_L93;CD_ME_v2;CD_ME_niv1_surf;reseau2009;reseau2010;reseau2011;reseau2012;reseau2013;reseau2014;fi_ma_2007;fi_ma_2008;fi_ma_2009;fi_ma_2010;fi_ma_2011;fi_ma_2012;fi_ma_2013;fi_ma_2014;
06521X0019/SCE;01125;CORVEISSIAT;01;AERM&C;459;;01125_ _FRDG140;888869,8607;6577473,549;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
07015X0009/F;01133;CRESSIN-ROCHEFORT;01;AERM&C;229;15.2;01133_FRDG511_FRDG330;916062,9395;6525297,883;DG330;DG330;Hors RCS et RCO;;;;;;oui;;;;;;;;
07015X0010/P;01133;CRESSIN-ROCHEFORT;01;AERM&C;229,8;16;01133_FRDG511_FRDG330;915390,0333;6524380,237;DG330;DG330;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
07011X0009/F;01138;CULOZ;01;AERM&C;236;17;01138_FRDG511_FRDG330;916376,604;6530993,354;DG330;DG330;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
06991X0001/S;01142;DAGNEUX;01;AERM&C;196;22;01142_FRDG240_FRDG390;861009,2195;6528387,253;DG390;DG390;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;oui;
06291X0007/HY;01143;DIVONNE-LES-BAINS;01;AERM&C;570;;01143_FRDG208_FRDG517;940099,1051;6589331,693;;DG517;Hors RCS et RCO;;;;;;oui;;;;;;;;
06291X0008/143C;01143;DIVONNE-LES-BAINS;01;AERM&C;490,8;;01143_FRDG208_FRDG517;942142,7271;6590702,757;DG517;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;;
06291X0005/143B2;01143;DIVONNE-LES-BAINS;01;AERM&C;640;;01143_FRDG208_FRDG517;941809,9798;6589484,818;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06295X0006/F2;01143;DIVONNE-LES-BAINS;01;AERM&C;490;199;01143_FRDG208_FRDG517;940312,2425;6590428,113;DG208;DG517;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;
06277X0076/F1;01148;DORTAN;01;AERM&C;305;20.7;01148_ _FRDG149;900807,6543;6581078,64;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06277X0084/SO;01148;DORTAN;01;AERM&C;385;;01148_ _FRDG149;904762,0406;6582202,401;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;
06288X0076/153C;01153;ECHENEVEX;01;AERM&C;580;;01153_FRDG208_FRDG517;935635,4542;6582700,233;DG517;DG517;Hors RCS et RCO;;;;;;;oui;oui;;;;;;
06288X0075/153A;01153;ECHENEVEX;01;AERM&C;520;;01153_FRDG231_FRDG517;934927,3545;6584052,305;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06741X0134/SCE;01157;FAREINS;01;AERM&C;193;;01157_FRDG177_FRDG525;836686,0163;6546830,102;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;
07011X0108/PZ;01162;FLAXIEU;01;AERM&C;231;;01162_FRDG511_FRDG330;913137,5136;6527540,805;DG330;DG330;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
06262X0009/163A;01163;FOISSIAT;01;AERM&C;192;;01163_FRDG212_FRDG505;869415,7723;6591917,27;DG505;DG505;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06262X0007/F;01163;FOISSIAT;01;AERM&C;189;10.5;01163_FRDG212_FRDG505;869125,7758;6592233,833;DG505;DG505;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06522X0009/F;01170;BEARD-GEOVREISSIAT;01;AERM&C;475;48.5;01170_ _FRDG149;897503,826;6568637,035;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06284X1015/A;01173;GEX;01;AERM&C;820;;01173_ _FRDG148;932661,7424;6589909,255;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;;
06284X1014/D;01173;GEX;01;AERM&C;930;;01173_ _FRDG148;931326,6061;6587076,942;DG148;DG148;Hors RCS et RCO;;;;;;;oui;;;;;;;
06284X1001/HY;01173;GEX;01;AERM&C;1040;;01173_ _FRDG148;931378,3315;6585262,659;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;;
06288X0080/F6;01173;GEX;01;AERM&C;565;77;01173_FRDG231_FRDG517;934640,7431;6584433,792;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06288X0079/N5;01173;GEX;01;AERM&C;572;67.5;01173_FRDG231_FRDG517;935779,9941;6586531,901;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06771X0015/HY;01189;INJOUX-GENISSIAT;01;AERM&C;380;;01189_ _FRDG511;916716,8654;6554958,843;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;;
07006X0028/HY;01190;INNIMOND;01;AERM&C;920;;01190_ _FRDG149;899108,6395;6526400,805;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
07006X0027/P;01190;INNIMOND;01;AERM&C;870;;01190_ _FRDG149;898900,4825;6524426,357;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06523X0046/192B;01192;IZERNORE;01;AERM&C;646;;01192_ _FRDG149;899040,727;6572388,489;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06518X0035/SCE;01197;JOURNANS;01;AERM&C;284;;01197_ _FRDG140;879756,9027;6563929,219;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06754X0059/P;01199;JUJURIEUX;01;AERM&C;247;;01199_FRDG240_FRDG389;884326,0386;6553989,638;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06994X0012/S;01202;LAGNIEU;01;AERM&C;211;15;01202_FRDG240_FRDG389;880319,393;6534992,273;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06758X0060/202B;01202;LAGNIEU;01;AERM&C;235;;01202_FRDG240_FRDG389;880834,7337;6536910,53;DG389;DG389;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;oui;oui;oui;oui;oui;oui;oui;
10261X0039/F3;;;;AEAG;10;33;;0;0;;;Hors RCS et RCO;;;;;;oui;;;;;;;;
01688X0039/F1;;;;AERM;170;80;;0;0;CG004;;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
01688X0034/AVAL;;;;AERM;235;;;0;0;CG004;;Hors RCS et RCO;;;;;;;;oui;;;;;;
06758X0052/HY;01004;AMBERIEU-EN-BUGEY;01;AERM&C;310;;01004_ _FRDG149;883079,0129;6544021,331;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
07007X0001/006A;01006;AMBLEON;01;AERM&C;420;;01006_ _FRDG149;900470,4782;6520388,322;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06754X0040/007A;01007;AMBRONAY;01;AERM&C;243;12.5;01007_FRDG240_FRDG389;880412,7779;6547074,383;;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06754X0065/P2;01007;AMBRONAY;01;AERM&C;243;21;01007_FRDG240_FRDG389;879122,8073;6546538,623;DG389;DG389;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;;
06754X0071/P00060;01007;AMBRONAY;01;AERM&C;243;;01007_FRDG240_FRDG389;881453,6578;6545484,554;DG389;DG389;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06758X0059/HY;01008;AMBUTRIX;01;AERM&C;276;;01008_ _FRDG240;882161,6613;6540453,408;DG389;DG240;Hors RCS et RCO;;;;;;oui;;;;;;;;
07011X0028/HY;01010;ANGLEFORT;01;AERM&C;770;;01010_ _FRDG148;916129,6503;6541267,487;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;;
06775X0007/P2;01010;ANGLEFORT;01;AERM&C;245;19.5;01010_FRDG511_FRDG330;918023,8183;6536284,389;;DG330;Hors RCS et RCO;;;;;;;oui;;;;;;;
06762X0022/P;01012;ARANC;01;AERM&C;763;;01012_ _FRDG149;897472,0847;6548725,672;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;;;;;;;
06766X0020/017A;01017;ARGIS;01;AERM&C;308;;01017_ _FRDG149;891745,5322;6539586,142;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06766X0021/017B;01017;ARGIS;01;AERM&C;560;;01017_ _FRDG149;892136,6978;6538874,537;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06991X0179/S2;01027;BALAN;01;AERM&C;184;22;01027_FRDG240_FRDG326;863163,8249;6526593,376;DG326;DG326;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06991D0172/F;01027;BALAN;01;AERM&C;185;16;01027_FRDG240_FRDG326;864537,8957;6526675,892;;DG326;Hors RCS et RCO;;;;;;oui;;;;;;;;
06991X0040/HY;01032;BELIGNEUX;01;AERM&C;218;;01032_FRDG177_FRDG525;865119,0041;6532475,207;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06992X0035/S2;01032;BELIGNEUX;01;AERM&C;207;28.45;01032_FRDG240_FRDG390;868243,6598;6529439,288;DG390;DG390;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;oui;oui;oui;oui;oui;oui;oui;oui;
07008X0015/F2;01034;BELLEY;01;AERM&C;232,5;115;01034_ _FRDG511;911920,4714;6521145,667;;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;;
06531X0028/P00011;01035;BELLEYDOUX;01;AERM&C;900;;01035_ _FRDG148;912418,0423;6575331,279;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;;
07003X0017/036A;01036;BELMONT-LUTHEZIEU;01;AERM&C;569;;01036_ _FRDG511;905550,8012;6537451,916;DG511;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;;
06758X0055/HY;01041;BETTANT;01;AERM&C;275;;01041_ _FRDG240;881734,426;6540991,684;DG149;DG240;Hors RCS et RCO;;;;;;oui;;;;;;;;
06984D0181/HY;01043;BEYNOST;01;AERM&C;225;;01043_FRDG177_FRDG525;854200,7839;6530701,033;;DG525;Hors RCS et RCO;;;;;;oui;;;;;;;;
06771X0012/HY;01044;BILLIAT;01;AERM&C;570;;01044_ _FRDG511;915062,3591;6557117,019;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;;
06984D0286/P00026;01049;LA BOISSE;01;AERM&C;230;;01049_FRDG525_FRDG326;857609,0911;6529548,906;DG177;DG326;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06521X0016/HY;01051;BOLOZON;01;AERM&C;270;18.4;01051_ _FRDG149;891125,7369;6569261,116;DG140;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06513X0028/F;01053;BOURG-EN-BRESSE;01;AERM&C;222,5;10;01053_FRDG177_FRDG342;873857,7497;6567782,552;DG342;DG342;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;;oui;oui;oui;oui;;
07244X0030/P;01061;BRENS;01;AERM&C;221;;01061_FRDG511_FRDG326;909971,3511;6514590,281;DG326;DG326;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;
07005X0133/F;01064;BRIORD;01;AERM&C;204;;01064_FRDG149_FRDG326;891403,8792;6522581,536;;DG326;Hors RCS et RCO;;;;;;;oui;;;;;;;
07002X0020/SCE;01066;LA BURBANCHE;01;AERM&C;366;;01066_ _FRDG149;896637,7528;6532855,702;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;oui;oui;oui;oui;oui;oui;oui;
07002X0008/HY;01066;LA BURBANCHE;01;AERM&C;470;;01066_ _FRDG149;897409,3038;6530504,078;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06517X0011/F;01069;CERTINES;01;AERM&C;249;6;01069_FRDG177_FRDG342;875755,2016;6560857,622;DG342;DG342;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;
06288X0107/P00944;01071;CESSY;01;AERM&C;520;;01071_FRDG231_FRDG517;935989,6801;6585605,741;DG517;DG517;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06288X0089/F;01071;CESSY;01;AERM&C;523;35;01071_FRDG231_FRDG517;935344,5836;6583566,031;;DG517;Hors RCS et RCO;;;;;;;oui;;;;;;;
06288X0106/P00945;01071;CESSY;01;AERM&C;520;;01071_FRDG231_FRDG517;935544,8301;6583972,651;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06288X0105/P00946;01071;CESSY;01;AERM&C;520;;01071_FRDG231_FRDG517;935512,642;6584990,18;DG517;DG517;Hors RCS et RCO;;;;;;oui;;;;;;;;
06288X0072/O71A;01071;CESSY;01;AERM&C;520;;01071_FRDG231_FRDG517;935562,9488;6584342,03;DG231;DG517;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;;;;;oui;oui;
06766X0024/416A1;01076;CHALEY;01;AERM&C;398;;01076_ _FRDG149;895886,3417;6542961,774;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06531X0023/SCE815;01081;CHAMPFROMIER;01;AERM&C;800;;01081_ _FRDG148;918050,7671;6576607,348;DG148;DG148;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06531X0022/SCE818;01081;CHAMPFROMIER;01;AERM&C;840;;01081_ _FRDG148;918997,9603;6572844,441;DG148;DG148;Hors RCS et RCO;;;;;;;oui;;;;;;;
06508X0004/085A;01085;LA CHAPELLE-DU-CHATELARD;01;AERM&C;247;24.5;01085_FRDG177_FRDG525;856467,6846;6554251,76;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06508X0036/P00785;01085;LA CHAPELLE-DU-CHATELARD;01;AERM&C;247;;01085_FRDG177_FRDG525;854375,7851;6557003,13;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;;oui;;;;;;oui;
06993X0204/P0052;01088;CHARNOZ-SUR-AIN;01;AERM&C;200;;01088_FRDG240_FRDG390;871224,253;6531451,006;DG390;DG390;Hors RCS et RCO;;;;;;oui;;;;;;;;
06993X0125/P;01088;CHARNOZ-SUR-AIN;01;AERM&C;200;15;01088_FRDG240_FRDG390;872225,9124;6534187,447;DG390;DG390;Hors RCS et RCO;;;;;;;;oui;;;;;;
06757X0040/F1;01089;CHATEAU-GAILLARD;01;AERM&C;228;16;01089_FRDG240_FRDG389;877218,6766;6542950,109;DG389;DG389;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;;oui;;;;;;
07008X0016/098A;01098;CHAZEY-BONS;01;AERM&C;234;5.6;01098_FRDG149_FRDG511;909764,1251;6522831,546;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;;
06993X0157/000155;01099;CHAZEY-SUR-AIN;01;AERM&C;205;20;01099_FRDG240_FRDG390;873231,8799;6532909,594;DG390;DG390;Hors RCS et RCO;;;;;;;oui;;;;;;;
06993X0131/P1;01099;CHAZEY-SUR-AIN;01;AERM&C;205;23.5;01099_FRDG240_FRDG390;873001,2881;6533156,991;DG390;DG390;Hors RCS et RCO;;;;;;oui;;;;;;;;
06288X0073/HY;01103;CHEVRY;01;AERM&C;520;;01103_FRDG208_FRDG517;934528,2111;6579419,432;DG517;DG517;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
06746X0076/105A;01105;CIVRIEUX;01;AERM&C;210;;01105_FRDG177_FRDG525;846832,8761;6539702,321;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
07001X0276/107A;01107;CLEYZIEU;01;AERM&C;565;;01107_ _FRDG149;889151,4786;6535387,099;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07001X0277/111A;01111;CONAND;01;AERM&C;478;;01111_ _FRDG149;889667,4833;6538277,222;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07007X0008/HY;01116;CONTREVOZ;01;AERM&C;420;;01116_ _FRDG149;903726,9603;6527084,328;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07243X0059/117D;01117;CONZIEU;01;AERM&C;314;;01117_ _FRDG149;901219,153;6519039,784;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07007X0007/117A;01117;CONZIEU;01;AERM&C;369;;01117_ _FRDG149;903197,8476;6515477,336;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06775X0018/HY;01118;CORBONOD;01;AERM&C;380;;01118_ _FRDG511;917746,5271;6544263,192;DG148;DG511;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06762X0028/119A;01119;CORCELLES;01;AERM&C;885;;01119_ _FRDG149;900534,1091;6552557,663;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06535X0007/HY;01205;LANCRANS;01;AERM&C;640;;01205_ _FRDG511;919817,5155;6563658,323;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;;
06536X0026/HY;01209;LEAZ;01;AERM&C;520;;01209_ _FRDG511;922445,5754;6562337,305;DG511;DG511;Hors RCS et RCO;;;;;;;oui;;;;;;;
06536X0027/HY;01209;LEAZ;01;AERM&C;530;;01209_ _FRDG511;921753,8241;6559702,706;DG511;DG511;Hors RCS et RCO;;;;;;;;oui;;;;;;
06536X0033/209C;01209;LEAZ;01;AERM&C;580;;01209_ _FRDG511;922950,1645;6562748,148;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;;
06536X0031/P;01209;LEAZ;01;AERM&C;580;;01209_ _FRDG511;921025,5445;6559000,349;DG511;DG511;Hors RCS et RCO;;;;;;oui;;;;;;;;
06516X0024/211A;01211;LENT;01;AERM&C;253;4;01211_FRDG177_FRDG525;868173,3663;6560764,596;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06525X0067/HY;01214;LEYSSARD;01;AERM&C;605;;01214_ _FRDG149;891140,8968;6567589,828;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07006X0032/HY;01216;LHUIS;01;AERM&C;440;;01216_ _FRDG149;896944,1325;6516850,214;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
07006X0011/HY;01216;LHUIS;01;AERM&C;305;;01216_ _FRDG149;897510,8836;6516493,444;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07006X0025/HY;01219;LOMPNAS;01;AERM&C;640;;01219_ _FRDG149;896293,6781;6524256,536;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
07008X0017/234A;01234;MARIGNIEU;01;AERM&C;33;;01234_ _FRDG149;911406,3511;6526119,51;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06523X0040/237A2;01237;MARTIGNAT;01;AERM&C;509;8.8;01237_ _FRDG149;902955,4616;6570892,033;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06746X0032/F;01238;MASSIEUX;01;AERM&C;225;21.55;01238_FRDG177_FRDG525;843460,8309;6537172,706;;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06746X0089/P00768;01238;MASSIEUX;01;AERM&C;171;;01238_FRDG225_FRDG361;840012,7327;6534664,841;DG361;DG361;Hors RCS et RCO;horsRCSRCODRIRE;;;;RCOseul;oui;;;;;;;;
06276X1002/P2;01240;MATAFELON-GRANGES;01;AERM&C;285;50.8;01240_ _FRDG149;895519,2641;6573394,476;DG149;DG149;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;oui;;oui;oui;oui;oui;oui;oui;
06522X0041/HY;01240;MATAFELON-GRANGES;01;AERM&C;565;;01240_ _FRDG149;895319,4202;6576020,934;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06522X0040/SOURCE;01240;MATAFELON-GRANGES;01;AERM&C;660;;01240_ _FRDG149;895381,3548;6573231,914;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06276X1001/P3;01240;MATAFELON-GRANGES;01;AERM&C;285;29.9;01240_ _FRDG149;894740,1815;6575492,379;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;;;;;;;
06761X0018/242A2;01242;MERIGNAT;01;AERM&C;396;;01242_ _FRDG149;888506,5694;6555115,794;DG149;DG149;Hors RCS et RCO;;;;;;oui;oui;;;;;;;
06761X0016/068B;01242;MERIGNAT;01;AERM&C;360;;01242_ _FRDG149;889320,0297;6554007,998;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06761X0019/242A3;01242;MERIGNAT;01;AERM&C;499;;01242_ _FRDG149;888319,8636;6554791,637;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06983X0137/P;01249;MIRIBEL;01;AERM&C;290;;01249_FRDG177_FRDG525;848453,1295;6532120,723;DG177;DG525;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;
06984C0061/249A;01249;MIRIBEL;01;AERM&C;174,58;11.6;01249_FRDG240_FRDG326;852846,8888;6526959,643;DG326;DG326;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
07005X0005/255A1;01255;MONTAGNIEU;01;AERM&C;240;;01255_ _FRDG149;891895,3016;6526948,676;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06531X0016/HY;01257;MONTANGES;01;AERM&C;790;;01257_ _FRDG148;913934,1564;6568808,745;DG148;DG148;Hors RCS et RCO;;;;;;oui;;;;;;;;
06535X0013/HY;01257;MONTANGES;01;AERM&C;475;;01257_ _FRDG511;915681,0618;6565178,801;DG511;DG511;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06747X0001/FP1;01261;MONTHIEUX;01;AERM&C;295;41;01261_FRDG177_FRDG525;849056,9467;6542847,95;DG177;DG525;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06747X0059/P00803;01261;MONTHIEUX;01;AERM&C;295;;01261_FRDG177_FRDG525;849607,6252;6540653,912;DG177;DG525;Hors RCS et RCO;;;;;;oui;;;;;;;;
06747X0058/P00802;01261;MONTHIEUX;01;AERM&C;295;;01261_FRDG177_FRDG525;850133,1867;6540628,353;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06522X0030/HY;01267;NURIEUX-VOLOGNAT;01;AERM&C;755;;01267_ _FRDG149;892749,9224;6569441,072;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06522X0034/267B2;01267;NURIEUX-VOLOGNAT;01;AERM&C;643;;01267_ _FRDG149;893509,3619;6570125,87;DG149;DG149;Hors RCS et RCO;;;;;;oui;;;;;;;;
06522X0029/267A;01267;NURIEUX-VOLOGNAT;01;AERM&C;523;;01267_ _FRDG149;893642,3129;6565461,462;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06522X0031/267C1;01267;NURIEUX-VOLOGNAT;01;AERM&C;590;;01267_ _FRDG149;893586,3036;6565721,893;DG149;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
07244X0032/F;01268;MURS-ET-GELIGNIEUX;01;AERM&C;216;14.6;01268_FRDG149_FRDG326;908178,9779;6508166,725;DG326;DG326;Hors RCS et RCO;;;;;;;oui;;;;;;;
06527X0040/269A2;01269;NANTUA;01;AERM&C;504;;01269_ _FRDG149;901206,0749;6564576,614;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06527X0038/269A3;01269;NANTUA;01;AERM&C;497;;01269_ _FRDG149;900752,272;6565720,211;DG149;DG149;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06518X0015/HY;01273;NEUVILLE-SUR-AIN;01;AERM&C;260;;01273_ _FRDG140;884282,4365;6556666,14;;DG140;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06527X0010/S1;01274;LES NEYROLLES;01;AERM&C;528;15;01274_ _FRDG149;903040,831;6560869,705;DG149;DG149;Hors RCS et RCO;;;;;;;oui;;;;;;;
06533X0034/288A;01288;PERON;01;AERM&C;500;;01288_FRDG208_FRDG517;926920,4571;6568403,456;DG517;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;oui;oui;oui;;;;;;
06512X0023/289A;01289;PERONNAS;01;AERM&C;245;31;01289_FRDG177_FRDG525;870395,9152;6565017,942;DG177;DG525;RCS;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;RCS/RCO;oui;oui;oui;oui;oui;oui;oui;oui;
06512X0078/P0076;01289;PERONNAS;01;AERM&C;245;;01289_FRDG177_FRDG525;872440,1931;6564243,505;DG177;DG525;Hors RCS et RCO;;;;;;;oui;;;;;;;
06756X0054/HY;01290;PEROUGES;01;AERM&C;240;;01290_ _FRDG212;868832,2601;6536773,72;DG177;DG212;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;
07243X0063/HY;01294;PEYRIEU;01;AERM&C;400;;01294_ _FRDG149;907776,5431;6509777,006;;DG149;Hors RCS et RCO;;;;;;;;oui;;;;;;
06991X0031/P;01297;PIZAY;01;AERM&C;248;;01297_FRDG177_FRDG525;861894,2917;6536170,47;DG177;DG525;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
06528X0004/300A;01300;LE POIZAT;01;AERM&C;588;19.9;01300_ _FRDG148;906733,6443;6561883,256;DG148;DG148;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06512X0053/P2;01301;POLLIAT;01;AERM&C;209;15;01301_FRDG212_FRDG177;865247,191;6573788,749;DG177;DG177;RCO Seul;RCOseul;RCOseul;RCOseul;RCOseul;RCOseul;;;oui;oui;oui;oui;oui;oui;
06525X0061/P;01303;PONCIN;01;AERM&C;320;;01303_ _FRDG149;887452,4461;6554558,524;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
06537X0011/308A;01308;POUGNY;01;AERM&C;333;12;01308_FRDG231_FRDG517;926711,6384;6564743,193;DG517;DG517;RCS;RCSseul;RCSseul;RCSseul;RCSseul;RCSseul;;oui;;oui;;oui;oui;oui;
06537X0097/P00987;01308;POUGNY;01;AERM&C;333;;01308_FRDG231_FRDG517;928956,3753;6565427,137;DG231;DG517;Hors RCS et RCO;;;;;;oui;oui;oui;;;;;;
06537X0014/F2;01308;POUGNY;01;AERM&C;332,5;14.6;01308_FRDG231_FRDG517;926768,5829;6564400,72;DG231;DG517;Hors RCS et RCO;horsRCSRCODRIRE;;;;;;oui;;;;;;;
07243X0062/P;01310;PREMEYZEL;01;AERM&C;298;;01310_ _FRDG149;906762,016;6513959,916;DG149;DG149;Hors RCS et RCO;;;;;;oui;;oui;;;;;;
