ANNEE;CD_STATION;NBPREL;MOYPTOT;MAXPTOT;MINMOLRECH;MAXMOLRECH;MINMOLQ;MAQMOLQ
2012;00871X0021/SAEP;5;0,012;0,02;394;409;0;2
2012;00873X0018/SAEP;5;0,046;0,06;394;410;1;3
2012;00876X0011/S1;5;1,022;1,19;401;410;4;5
2012;00878X0012/SO;5;0,24;0,74;393;410;2;5
2012;00878X0019/SAEP;5;0,158;0,2;395;410;3;4
2012;00883X0044/SAEP3;4;0,005;0,02;394;409;0;1
2012;00883X0046/SAEP2;4;0,0125;0,03;393;409;0;1
2012;00887X1007/SAEP1;5;0,01;0,03;393;409;0;1
2012;00888X0052/HY;6;0,54;0,68;4;410;4;6
2012;00938X0025/FD1;2;0,0725;0,145;95;277;0;2
2012;00945X0013/P1;5;0,1082;0,174;95;277;1;8
2012;00946X0035/F3;1;0;0;277;277;0;0
2012;00955X0007/C1;4;0,25925;0,682;276;277;1;18
2012;00955X0050/F1;2;0,03;0,06;95;277;0;2
2012;00978X0011/C1;2;0,025;0,05;277;277;0;2
2012;00983X0193/F;2;0,008;0,01;277;277;1;1
2012;00986X0085/S;9;0,050777778;0,08;277;277;2;6
2012;00991X0128/F2;2;0,0055;0,006;277;277;1;1
2012;00994B0114/F;10;0,0967;0,402;73;277;1;7
2012;00996X0002/PC;9;0,184777778;1,246;277;277;1;5
2012;00997X0164/F;10;0,0511;0,131;277;292;0;5
2012;01001B0153/HY;9;0,064333333;0,112;277;277;2;5
2012;01007X0115/F;1;0;0;277;277;0;0
2012;01025X0047/F;2;0,035;0,05;239;283;1;2
2012;01031X0056/P.AEP;2;0,0205;0,04;234;283;1;2
2012;01035X0030/F;1;0,009;0,009;283;283;1;1
2012;01044X0155/P;4;0,1175;0,15;239;284;2;4
2012;01045X0038/F;2;0,028;0,034;239;283;2;3
2012;01052X0003/P;2;0;0;234;283;0;0
2012;01053X0004/P;1;0,042;0,042;239;239;3;3
2012;01056X0108/HY;2;0,105;0,17;239;283;1;2
2012;01066X0101/P;2;0,0695;0,079;239;283;2;5
2012;01068X0211/F;1;0,042;0,042;237;237;3;3
2012;01076X1005/SAEP;4;0,0505;0,058;277;277;2;2
2012;01078X0001/PAEP;5;0,1592;0,277;73;278;4;12
2012;01082X0014/PAEP;2;0,073;0,101;239;283;2;6
2012;01084X0018/F;2;0,116;0,16;239;283;4;5
2012;01092X0009/PAEP;4;0,099;0,146;239;284;1;4
2012;01092X0017/SAEP;4;0,30525;0,52;239;283;4;8
2012;01093X0005/PAEP;1;0;0;239;239;0;0
2012;01103X0032/SAEP;5;0,43;0,57;401;410;4;5
2012;01103X0065/FE2;1;0;0;239;239;0;0
2012;01105X0109/P2;2;0,0115;0,02;239;284;1;1
2012;01112X0010/P1;4;0,08925;0,357;393;409;0;6
2012;01113X0008/HY;5;0,366;0,45;395;410;4;5
2012;01114X0044/HY;5;0,008;0,02;394;409;0;1
2012;01115X0110/F;5;0,45602;0,56;400;410;3;6
2012;01116X0086/HY;5;0,46;0,64;400;410;3;5
2012;01116X0098/HY;5;0,004;0,02;393;409;0;1
2012;01117X0120/SCE;5;0,172;0,45;395;410;3;6
2012;01121X0011/HY;6;0,424166667;0,61;380;410;5;14
2012;01123X0013/HY;5;0,07;0,11;394;410;2;4
2012;01124X0026/HY;5;0,084;0,16;394;410;0;3
2012;01131X0008/F;6;0,000166667;0,001;380;409;0;2
2012;01131X0045/HY;5;0,016;0,03;393;409;0;1
2012;01131X0046/HY;6;0,048;0,21;380;410;0;9
2012;01138X0184/G14BIS;2;0;0;409;409;0;0
2012;01141X0015/F;2;0,055;0,09;409;409;1;1
2012;01143X0019/P1;4;0,02;0,05;394;409;0;1
2012;01143X0039/HY;5;0,336;0,39;401;410;3;4
2012;01143X0046/HY;5;0,758;1,09;401;410;3;4
2012;01144X0004/S;4;0,2475;0,31;395;410;3;4
2012;01144X0015/HY;5;1,51;2,01;401;410;4;6
2012;01144X0019/HY;5;0,4724;1,382;400;410;4;13
2012;01145X0021/F;4;0,0275;0,06;394;409;0;2
2012;01146X0011/P1;4;0,03275;0,11;380;409;0;6
2012;01168X0005/F1;5;0,204;0,649;54;277;1;6
2012;01168X0034/F1;2;0;0;95;277;0;0
2012;01172X0010/F;5;0,1224;0,157;54;277;2;6
2012;01172X0066/F2;5;0,082;0,11;95;277;2;2
2012;01176X0004/P;4;0,51675;1,64;275;283;3;7
2012;01178X0009/FD1;5;0,136;0,207;54;277;1;4
2012;01183X0075/F1;7;0,308714286;1,115;54;277;0;30
2012;01184X0027/C1;2;0,1;0,13;277;277;2;3
2012;01184X0051/F2;6;0,129666667;0,18;54;277;3;5
2012;01185X0010/C1;4;0,0175;0,03;277;277;1;1
2012;01188X0018/F2;5;0,0158;0,06;95;277;0;1
2012;01191X0239/F;3;0,003333333;0,01;95;277;0;1
2012;01193X0187/F2;5;0,0284;0,06;95;277;0;5
2012;01194X0157/F2;8;0,455375;0,754;92;277;1;16
2012;01196X0042/C4;4;0,0915;0,2;277;277;1;4
2012;01204X0045/FE1;5;0,0966;0,134;95;277;2;6
2012;01205X0109/F6;6;0,076;0,164;41;277;0;7
2012;01205X0135/C1;3;0,11;0,162;277;277;2;11
2012;01206X0146/FB1;2;0,018;0,036;95;277;0;2
2012;01213X0250/FP1;5;0,0286;0,12;95;277;0;3
2012;01215X0040/C1;6;0,119833333;0,199;54;277;1;10
2012;01215X0103/C1;2;0,072;0,08;277;277;1;3
2012;01224X0003/S;10;0,0596;0,153;146;277;1;6
2012;01228X0001/S;9;0,026444444;0,089;277;277;1;4
2012;01233X0010/S;2;0,029;0,043;277;277;2;4
2012;01241X0314/F;3;0,038;0,107;145;277;0;2
2012;01242X0521/F1.AEP;3;0,025;0,045;146;277;0;5
2012;01251X0045/F;2;0,025;0,05;277;277;0;2
2012;01253X0082/F;5;0,132;0,47;146;277;0;2
2012;01254X0070/F;4;3,4905;13,685;277;277;2;5
2012;01258X0072/F;4;0,45;0,59;239;283;5;8
2012;01262X0009/P;2;0,023;0,03;239;283;1;1
2012;01263X0055/P;2;0,02;0,02;234;283;1;1
2012;01273X0031/HY;4;0,2275;0,51;239;283;2;6
2012;01276X1101/F;5;0,2384;0,311;76;283;6;8
2012;01277X0181/F;2;0,225;0,43;239;278;1;2
2012;01277X0223/P.CLIN;1;0,069;0,069;283;283;4;4
2012;01282X0165/F;4;0,05575;0,21;239;283;0;5
2012;01288X0039/HY;1;2,691;2,691;274;274;31;31
2012;01293X0021/F;2;0,0035;0,007;12;239;0;2
2012;01296X0033/HY;4;0,1725;0,26;236;283;3;4
2012;01296X0064/P;4;0,72125;1,188;239;283;4;9
2012;01306X0044/HY;4;0,201;0,4;239;283;3;9
2012;01306X0070/HY;2;0,17;0,19;12;239;2;3
2012;01307X0117/SCE;4;0,078;0,18;239;283;1;3
2012;01308X0089/P;3;0,013333333;0,03;12;283;0;1
2012;01312X0084/F1AEP;2;0,0265;0,053;277;390;0;3
2012;01318X0002/SAEP;3;0,181666667;0,201;277;391;4;8
2012;01318X0042/SAEP;3;0,17;0,187;277;391;7;7
2012;01321X0011/FAEP;4;0,17875;0,211;277;277;5;10
2012;01323X0005/FAEP;4;0,007;0,022;277;278;0;3
2012;01326X0041/FAEP;7;1,182714286;1,631;277;391;17;23
2012;01327X0055/PAEP86;5;0,5772;0,762;277;391;13;19
2012;01332X1010/F;2;0,0105;0,019;239;283;1;2
2012;01334X0010/SAEP;4;0,01125;0,04;239;283;0;1
2012;01335X0001/FAEP;4;0,005575;0,0103;277;277;0;2
2012;01344X1002/HY;4;0,237;0,381;277;277;5;13
2012;01354X0069/HY;5;0,202;0,36;394;410;1;5
2012;01354X0153/F1;5;0,074;0,11;394;410;0;3
2012;01355X0261/F;2;0,0785;0,11;277;277;3;5
2012;01356X0099/HY;2;0,0525;0,055;277;277;1;2
2012;01358X0045/PC9;5;0;0;394;409;0;0
2012;01358X0201/F;5;0,1116;0,15;380;410;3;7
2012;01363X0007/HY;5;0,012;0,03;399;410;0;2
2012;01372X0064/HY;2;0,035;0,07;393;394;0;1
2012;01372X0196/EX;2;0,0304;0,0608;409;409;0;2
2012;01374X0017/HY;5;0;0;394;409;0;0
2012;01374X0273/G;1;0;0;409;409;0;0
2012;01376X0123/P1;2;0,01;0,02;409;409;0;1
2012;01377X0063/HY;5;0,026;0,1;399;409;0;1
2012;01381X0086/P13;4;0,0325;0,06;394;409;0;1
2012;01385X0059/PC;6;0,041;0,07;380;409;0;8
2012;01392X0054/F;4;0,08;0,26;393;409;0;2
2012;01396X0142/F2;4;0,0275;0,06;394;410;0;3
2012;01398X0030/27;5;0,204;0,74;380;409;0;6
2012;01405X0205/IPA3;4;0,0525;0,21;395;409;0;1
2012;01406X0012/405;4;0,07;0,24;394;410;0;3
2012;01424X0021/HYD;2;0,0405;0,068;277;277;2;7
2012;01436X0017/C1;4;0,0535;0,169;277;277;1;3
2012;01456X0022/F;6;0,006333333;0,01;95;277;0;1
2012;01462X0132/C1;4;0,23;0,335;277;277;5;10
2012;01468X0046/FE3-94;2;0,02;0,04;277;277;0;1
2012;01474X0052/P1;3;0,111;0,139;277;277;2;3
2012;01477X0018/C1;3;0,039;0,047;95;277;1;3
2012;01482X0001/F;4;0,03275;0,103;277;277;0;4
2012;01483X0040/PC;10;0,0638;0,172;146;277;1;9
2012;01485X0010/C1;2;0,3385;0,392;277;277;10;13
2012;01493X0016/F2;5;0,0708;0,097;146;277;3;5
2012;01497X0014/SO;4;0,059;0,134;277;277;2;7
2012;01501X0072/F2-94;2;0,0105;0,015;277;277;1;2
2012;01502X0003/F;4;0,09025;0,107;277;277;6;7
2012;01504X0085/S;5;0,7462;0,997;146;278;3;6
2012;01506X0043/F1;3;0,005;0,009;277;277;0;2
2012;01508X0002/F;2;0,03;0,034;73;277;2;2
2012;01511X0036/F;4;0,1325;0,53;277;277;0;2
2012;01511X0187/F;1;0,004;0,004;277;277;1;1
2012;01511X0192/F;2;0,0135;0,02;277;277;1;1
2012;01513X0029/F3;2;0,2665;0,293;239;282;3;5
2012;01515X0003/HY3;1;0,015;0,015;239;239;2;2
2012;01516X0115/F2;1;0;0;239;239;0;0
2012;01517X0025/P1;5;0,161;0,201;140;283;3;7
2012;01517X0088/F5;5;0,3296;0,557;140;283;5;10
2012;01518X0153/HY3;5;0,103;0,125;140;283;1;3
2012;01522X0053/HY;5;0,1458;0,18;76;283;2;4
2012;01525X0007/A6;5;0,5708;2,21;140;283;4;8
2012;01526X0063/F;4;0,3415;0,39;239;283;5;7
2012;01528X0112/P3;4;0,0435;0,08;239;283;1;4
2012;01531X0092/P;5;0,0108;0,02;75;283;0;3
2012;01531X0096/P5;4;0,01125;0,015;239;283;1;2
2012;01536X0030/P;5;0,0986;0,19;76;283;2;4
2012;01541X0050/P1;5;0,0006;0,003;75;283;0;1
2012;01544X1029/P2;3;0,05;0,06;282;283;2;3
2012;01546X0065/F;3;0,053333333;0,16;281;283;0;4
2012;01555X0067/F;5;0;0;179;283;0;0
2012;01557X0004/P1;4;0,3365;0,45;239;283;4;7
2012;01561X0135/P;2;0,1;0,1;12;239;1;2
2012;01566X0131/SCE;2;0,4445;0,599;283;283;4;11
2012;01571X0134/F2;4;0,1295;0,23;277;277;2;2
2012;01573X0013/SAEP;4;0,29775;0,533;277;277;5;9
2012;01573X0061/SAEP;4;0,28975;0,623;277;277;8;14
2012;01573X0147/P0;5;1,2672;2,296;277;441;12;17
2012;01578X0002/SAEP;4;0,208;0,54;277;277;1;9
2012;01578X0012/SAEP;5;0,1482;0,2;277;391;6;8
2012;01584X0002/FAEP;6;0,626666667;1,173;277;391;16;18
2012;01591X0002/PAEP;4;0,00925;0,017;277;277;1;3
2012;01593X0003/FAEP;4;0,02025;0,035;73;391;1;5
2012;01596X0001/PAEP;2;0,0655;0,067;277;277;5;6
2012;01602X0007/PAEP1;4;0,082;0,142;277;277;2;4
2012;01604X0001/FAEP;2;0,002;0,004;277;277;0;1
2012;01604X1015/3;2;0;0;276;379;0;0
2012;01605X0002/FAEP;2;0,014;0,015;277;277;2;2
2012;01612X0002/SCE;5;0,0512;0,09;73;277;0;4
2012;01612X0096/HY;4;0,18825;0,365;277;277;4;11
2012;01615X0001/HY;4;0,36075;1,162;277;277;3;14
2012;01621X0011/HY;5;0,014;0,03;393;410;0;2
2012;01625X0078/SCE;5;0,722;1,22;400;410;3;5
2012;01626X0010/HY;5;0,006;0,03;393;409;0;1
2012;01627X0014/HY;5;0,508;0,65;400;410;3;5
2012;01633X0021/HY;5;0,026;0,06;400;410;0;3
2012;01636X0036/F;5;0,008;0,04;394;409;0;2
2012;01638X0033/F1;5;0,0294;0,07;380;410;0;6
2012;01641X0080/P1;3;0,043;0,08;380;409;1;9
2012;01652X0127/F3;3;0;0;378;409;0;0
2012;01658X0038/F;3;0,04;0,12;379;409;0;2
2012;01671X0013/HY;5;0,014;0,07;394;409;0;2
2012;01675X0002/F;3;0,013666667;0,04;380;409;0;2
2012;01677X0023/HY;4;0,0075;0,03;394;409;0;1
2012;01687X0012/SUP;5;0;0;68;409;0;0
2012;01687X0022/F1;4;0,015;0,03;394;410;0;2
2012;01695X0009/F1;4;0,2025;0,81;393;409;0;2
2012;01707X0007/P1;2;0,0525;0,067;279;281;1;2
2012;01716X0028/HY;4;0,24675;0,336;279;281;3;4
2012;01727X0024/P2;4;0,0155;0,045;277;277;0;2
2012;01733X0003/C2;4;0,02225;0,04;277;277;0;3
2012;01734X0005/C1;3;0,002666667;0,008;277;277;0;1
2012;01736X0025/NP1;4;0,05625;0,203;277;277;1;3
2012;01744X0010/F1;8;0,00375;0,03;38;277;0;1
2012;01745X0026/C1;5;0,008;0,04;95;277;0;1
2012;01751X0015/F2;5;0,02206;0,11;95;277;0;2
2012;01753X0009/C1;5;0,0474;0,09;95;277;0;2
2012;01756X0011/F2;5;0,1256;0,2;85;277;1;5
2012;01764X0013/C1;4;0,18325;0,254;277;277;3;8
2012;01767X0014/C1;3;0,364333333;0,471;277;277;5;6
2012;01773X0017/C3;2;0,042;0,054;277;277;1;4
2012;01775X0012/C1;4;0,1705;0,214;277;277;3;14
2012;01782X0087/F;2;0,0375;0,048;277;277;2;3
2012;01785X0003/P1;1;0,033;0,033;277;277;3;3
2012;01801X0011/P;8;0,096625;0,215;277;277;2;6
2012;01804X0126/F;4;0,09725;0,151;277;277;5;8
2012;01812X0006/F;1;0;0;239;239;0;0
2012;01815X0008/F;2;0,007;0,009;277;277;1;1
2012;01821X0012/HY;4;0,6545;0,758;239;283;5;6
2012;01821X0072/P1;4;0,15125;0,22;140;283;2;5
2012;01823X0061/HY;3;0,231;0,353;282;283;4;6
2012;01824X0031/F3;2;0;0;140;239;0;0
2012;01824X0177/F1;2;0,189;0,25;239;283;4;6
2012;01824X0184/P9;3;0,083333333;0,18;140;283;2;6
2012;01825X0106/P3;2;0,0115;0,013;239;283;1;2
2012;01832B0065/F1;2;0;0;239;283;0;0
2012;01832B0415/F3BIS;3;0,002666667;0,008;81;239;0;1
2012;01832B0483/PZ2;4;0,3715;0,556;238;283;1;5
2012;01832C0336/B1;1;0,01;0,01;239;239;1;1
2012;01848X0009/P;9;0,672555556;0,86;239;283;3;7
2012;01858X0011/P1;8;0,254625;0,36;239;283;3;7
2012;01861X0019/HYP2;4;0,492;0,558;178;283;3;5
2012;01864X1012/SCE;4;0,4335;0,542;239;283;3;10
2012;01865X0003/F1;2;0,0035;0,007;179;239;0;1
2012;01868X0057/PAEP;6;0,181833333;0,302;277;391;3;6
2012;01871X0063/FR;2;0,5645;0,877;277;391;5;8
2012;01876X0002/SAEP2;4;0,78675;1,923;277;277;2;23
2012;01877X0029/SAEP;4;0,44975;0,609;277;277;10;14
2012;01878X0028/FAEP1;3;0,02;0,06;277;388;0;1
2012;01878X0032/PAEP2;4;0,1685;0,218;277;277;8;10
2012;01882X0020/P;3;0,02;0,025;277;391;2;4
2012;01884X0023/FAEP;2;0,0215;0,04;277;277;1;1
2012;01886X0013/FE;4;0,013;0,018;277;277;1;3
2012;01892X0008/PU;4;0,08675;0,106;277;277;5;6
2012;01898X0020/PAEP;2;0,0095;0,01;277;277;1;1
2012;01905X0024/PAEP;4;0,024;0,03;277;277;2;2
2012;01907X0016/FAEP;5;0,0578;0,125;277;391;1;4
2012;01907X0020/FAEP;3;0,040666667;0,049;277;391;2;4
2012;01908X0043/F2;1;0,018;0,018;277;277;2;2
2012;01913X0013/F;5;0,0334;0,044;277;380;2;4
2012;01915X0041/F1;5;0,037;0,065;277;380;1;6
2012;01916X0013/HY;4;0,22175;0,639;277;277;1;5
2012;01917X0003/HY;5;0,0324;0,08;204;277;0;6
2012;01918X0001/F;2;0,04;0,053;277;277;3;4
2012;01922X0006/F;4;0,102595;0,24;394;410;0;5
2012;01923X0003/SCE;6;0,015666667;0,05;380;410;0;6
2012;01925X0020/SCE;5;0,042;0,16;394;409;0;1
2012;01927X0005/HY;6;0,6245;0,85;380;410;3;6
2012;01936X0019/HY;5;0,038;0,19;400;409;0;1
2012;01937X0004/F;5;0;0;400;409;0;0
2012;01937X0032/HY;6;0,005166667;0,02;380;409;0;8
2012;01938X0055/HY;5;0,02;0,08;394;409;0;1
2012;01938X0105/P2;5;0,002;0,01;380;409;0;5
2012;01938X0151/SCE6;4;0,3625;0,49;401;410;3;4
2012;01944X0002/F;4;0,1;0,12;401;410;2;5
2012;01945X0052/HY;6;0,0295;0,17;380;409;0;2
2012;01957X0037/F;2;0;0;409;409;0;0
2012;01957X0045/HY;4;0,045;0,06;394;410;2;2
