"COD_POS","ANNEE","nbpreltot","MOYPTOTAL","MAXPTOTAL","MINMOLRECHTOTAL","MINMOLQTOTAL","MAXMOLQTOTAL"
"54380",2012,11,0.0125833335,0.08,380,0,8
"54385",2007,6,0.066666667,0.13,103,0,3
"54385",2008,5,0.012284,0.06,270,0,2
"54385",2009,12,1.75e-05,0.00021,264,0,1
"54385",2010,11,0.0458383335,0.49,262,0,3
"54385",2011,12,3.333335e-06,4e-05,271,0,1
"54385",2012,10,0.019,0.19,400,0,1
"54450",2007,2,0,0,44,0,0
"54450",2008,3,0.000236667,0.00071,285,0,3
"54450",2009,2,0,0,268,0,0
"54450",2010,1,0,0,263,0,0
"54450",2011,2,0,0,271,0,0
"54450",2012,2,0,0,409,0,0
"54460",2007,6,0,0,103,0,0
"54460",2008,5,8.4e-05,0.00023,270,0,1
"54460",2009,6,0.000358333,0.00215,263,0,1
"54460",2010,6,0,0,263,0,0
"54460",2011,6,0,0,271,0,0
"54460",2012,5,0,0,394,0,0
"54470",2007,6,0.1,0.6,103,0,1
"54470",2008,5,0.030656,0.15164,270,0,3
"54470",2009,6,0.000183333,0.0011,263,0,1
"54470",2010,6,0.003333333,0.02,263,0,1
"54470",2011,7,0,0,271,0,0
"54470",2012,5,0.008,0.04,394,0,2
"54480",2007,2,0,0,103,0,0
"54480",2008,4,9.75e-05,0.00039,285,0,1
"54480",2009,2,1e-04,2e-04,268,0,1
"54480",2010,2,0,0,263,0,0
"54480",2011,2,0,0,271,0,0
"54480",2012,4,0.005,0.02,393,0,1
"54510",2007,1,0,0,108,0,0
"54510",2008,3,6.33333e-05,0.00011,285,0,1
"54510",2009,1,0.0304,0.0304,268,2,2
"54510",2010,1,0,0,263,0,0
"54510",2011,1,0,0,271,0,0
"54510",2012,2,0,0,409,0,0
"54540",2007,2,0,0,103,0,0
"54540",2008,4,0.0001175,0.00047,285,0,1
"54540",2009,2,0.025,0.05,268,0,1
"54540",2010,2,0,0,263,0,0
"54540",2011,2,0,0,271,0,0
"54540",2012,4,0.005,0.02,393,0,1
"54620",2007,7,0.16,0.33,46,0,5
"54620",2008,5,0.178242,0.79,270,1,6
"54620",2009,7,0.454011429,2.34,263,0,13
"54620",2010,6,0.013366667,0.06,263,0,2
"54620",2011,7,0.029571429,0.06,271,0,11
"54620",2012,5,0.084,0.16,394,0,3
"54640",2007,1,0.05,0.05,108,1,1
"54640",2009,2,1e-04,2e-04,268,0,1
"54640",2010,2,1.5e-05,3e-05,263,0,1
"54640",2011,2,0,0,271,0,0
"54640",2012,2,0.0304,0.0608,409,0,2
"54700",2007,4,0.0625,0.12,46,0,2
"54700",2008,5,0.01224,0.03024,285,0,3
"54700",2009,8,0.0832608335,0.23,263,0,14
"54700",2010,11,0.027,0.1,263,0,2
"54700",2011,12,0.0258333335,0.08,271,0,1
"54700",2012,9,0.18225,0.49,380,0,5
"54760",2007,5,0,0,103,0,0
"54760",2008,5,4e-05,2e-04,285,0,1
"54760",2009,5,0,0,263,0,0
"54760",2010,6,0,0,263,0,0
"54760",2011,6,0,0,271,0,0
"54760",2012,6,0.0295,0.17,380,0,2
"54770",2009,10,0.17,0.19,263,2,3
"54770",2010,12,0.123333333,0.15,263,1,2
"54770",2011,10,0.088,0.18,271,0,2
"54770",2012,8,0.3875,0.57,400,5,6
"54800",2007,6,0.036666667,0.12,103,0,2
"54800",2008,5,0.01771,0.07016,270,0,2
"54800",2009,6,0.836785,4.86,263,0,3
"54800",2010,10,0.00395555566666667,0.07,263,0,2
"54800",2011,10,0,0,271,0,0
"54800",2012,9,0.0153333333333333,0.1,399,0,1
"54860",2007,12,0.001666667,0.01,103,0,1
"54860",2008,10,0.006574,0.03,270,0,2
"54860",2009,12,0.000118333,0.00038,263,0,1
"54860",2010,12,0,0,263,0,0
"54860",2011,10,0,0,271,0,0
"54860",2012,10,0.016,0.03,393,0,1
"54920",2007,6,0,0,103,0,0
"54920",2008,6,7.16667e-05,0.00043,55,0,1
"54920",2009,5,0.005786,0.02871,263,0,2
"54920",2010,7,0.000571429,0.004,263,0,3
"54920",2011,6,0,0,271,0,0
"54920",2012,6,0.000166667,0.001,380,0,2
"55000",2007,13,0.0853333332,0.38,46,0,4
"55000",2008,10,0.1199583335,0.255,55,0,3
"55000",2009,20,0.06146,0.201,228,0,13
"55000",2010,19,0.0194133334,0.116,228,0,8
"55000",2011,19,0.44912,3.28,228,0,9
"55000",2012,22,0.10297,0.639,204,0,7
"55100",2007,11,0.0828333335,0.15,46,1,2
"55100",2008,11,0.0508453335,0.14,55,0,4
"55100",2009,20,0.0529883333333333,0.19034,263,0,12
"55100",2010,20,0.023776389,0.08,263,0,10
"55100",2011,20,0.0251805556666667,0.064,271,0,10
"55100",2012,15,0.104533333333333,0.36,380,0,7
"55110",2007,19,0.2205,0.83,2,0,3
"55110",2008,15,0.105222875,0.31,2,0,2
"55110",2009,30,0.1300038928,0.4,3,0,12
"55110",2010,29,0.0986666668,0.36,263,0,10
"55110",2011,28,0.082409524,0.28,1,0,7
"55110",2012,25,0.233204,0.64,393,0,6
"55120",2007,10,0.0575,0.37,2,0,3
"55120",2009,15,0.10131666675,0.34,228,0,8
"55120",2010,11,0.055,0.29,228,0,4
"55120",2011,13,0.18640833325,1.214,228,0,6
"55120",2012,13,0.0794875,0.365,73,0,11
"55130",2007,9,0,0,46,0,0
"55130",2009,9,0.009,0.027,234,0,6
"55130",2010,6,0,0,232,0,0
"55130",2011,10,0.00975,0.03,232,0,3
"55130",2012,7,0.02,0.047,277,1,3
"55140",2007,10,0.0495833335,0.11,46,0,3
"55140",2008,10,0.026061,0.07,270,0,3
"55140",2009,13,0.0342660715,0.09,263,0,7
"55140",2010,12,0.0066666665,0.04,263,0,1
"55140",2011,13,0.019761905,0.11,271,0,4
"55140",2012,9,0.0262625,0.07,394,0,4
"55160",2007,1,0.29,0.29,46,2,2
"55160",2009,7,0.215714286,0.28,2,2,3
"55160",2010,5,0.12014,0.19,263,1,2
"55160",2011,6,0.19,0.27,271,2,5
"55160",2012,5,0.508,0.65,400,3,5
"55170",2007,4,0.0283333335,0.13,46,0,2
"55170",2008,5,0.1225,0.6,55,0,4
"55170",2009,3,0.03675,0.123,234,0,19
"55170",2010,3,0.096666667,0.16,232,0,10
"55170",2011,3,0.111,0.25,232,0,10
"55170",2012,5,0.06526,0.119,277,1,11
"55190",2007,12,0.048333333,0.16,102,0,3
"55190",2008,10,0.0801,0.31,270,0,3
"55190",2009,12,0.021666667,0.09,263,0,1
"55190",2010,12,0.013333333,0.08,263,0,3
"55190",2011,12,0.003333333,0.02,271,0,1
"55190",2012,10,0.07,0.18,394,0,4
"55200",2007,4,0.0575,0.07,46,1,2
"55200",2008,4,0.0155075,0.04,285,1,1
"55200",2009,3,0.041666667,0.105,268,0,9
"55200",2010,3,0.003236667,0.00971,263,0,3
"55200",2011,4,0.02025,0.041,271,0,6
"55200",2012,4,0.0325,0.11,394,0,3
"55230",2007,6,0.07,0.14,103,0,3
"55230",2008,5,0.029972,0.06,270,0,3
"55230",2009,6,0.028485,0.07,263,1,3
"55230",2010,6,0.008333333,0.03,263,0,1
"55230",2011,6,0.005,0.03,271,0,1
"55230",2012,5,0.012,0.03,399,0,2
"55250",2007,2,0.235,0.27,184,3,3
"55250",2009,4,0.1775,0.27,228,2,4
"55250",2010,4,0.075,0.11,228,2,2
"55250",2011,4,0.42725,1.289,228,2,7
"55250",2012,4,0.36075,1.162,277,3,14
"55260",2007,2,0.015,0.03,184,0,1
"55260",2009,4,0.0175,0.04,228,0,2
"55260",2010,3,0.014,0.022,228,0,5
"55260",2011,2,0.0715,0.103,228,1,2
"55260",2012,7,0.0367,0.053,277,2,4
"55270",2007,5,0.3925,1.2,45,1,3
"55270",2009,7,0.1487,0.29,228,1,14
"55270",2010,6,0.0425,0.09,228,0,3
"55270",2011,6,0.2535,1.344,228,1,4
"55270",2012,6,0.14475,0.381,277,1,13
"55290",2007,2,0,0,184,0,0
"55290",2008,1,0,0,233,0,0
"55290",2009,3,0.006333333,0.019,234,0,6
"55290",2010,1,0,0,232,0,0
"55290",2011,2,0.08,0.16,232,0,3
"55290",2012,2,0.011,0.019,277,1,3
"55300",2007,16,0.283888888833333,0.44,2,0,2
"55300",2008,9,0.0104125,0.06004,270,0,2
"55300",2009,41,0.105310158666667,0.34,263,0,6
"55300",2010,25,0.12,0.26,263,0,3
"55300",2011,34,0.152873016166667,0.46,271,0,3
"55300",2012,51,0.294843889,0.85,380,0,6
"55320",2007,12,0.245857143,0.8,46,1,2
"55320",2008,10,0.116165,0.38,270,0,3
"55320",2009,13,0.132930952,0.43,263,0,5
"55320",2010,12,0.1130833335,0.4,263,0,3
"55320",2011,13,0.1678333335,0.52,271,0,8
"55320",2012,10,0.368,1.22,393,0,5
"55500",2007,30,0.0926666668,1.11,103,0,5
"55500",2008,25,0.0159828,0.08,270,0,2
"55500",2009,25,0.0104,0.09,263,0,2
"55500",2010,30,0.005,0.03,263,0,1
"55500",2011,27,0.0186666668,0.14,271,0,3
"55500",2012,28,0.0198,0.16,379,0,1
"55600",2007,15,0.4025,0.76,2,0,4
"55600",2008,11,0.227690666666667,0.43,55,0,4
"55600",2009,24,0.22552997625,0.42,263,0,13
"55600",2010,23,0.18922559525,0.544,3,0,14
"55600",2011,24,0.1266225,0.35,1,0,5
"55600",2012,22,0.33454166675,0.68,4,0,14
"55700",2007,3,0,0,103,0,0
"55700",2008,4,0.048,0.062,285,1,2
"55700",2009,4,0.0505,0.062,268,1,3
"55700",2010,3,0.026666667,0.03,263,1,1
"55700",2011,4,0.01575,0.023,271,0,4
"55700",2012,4,0.08925,0.357,393,0,6
"55800",2007,4,0.0575,0.15,46,0,2
"55800",2008,3,0.136333333,0.205,55,1,5
"55800",2009,8,0.0502,0.127,231,0,4
"55800",2010,6,0.0159,0.099,228,0,7
"55800",2011,6,0.0225,0.04,228,0,4
"55800",2012,6,0.0275,0.065,277,1,6
"56120",2007,2,0,0,271,0,0
"56120",2008,3,0,0,272,0,0
"56120",2009,5,0,0,272,0,0
"56120",2010,4,0,0,271,0,0
"56120",2011,4,0,0,279,0,0
"56120",2012,4,0.01425,0.057,279,0,1
"56240",2007,2,0,0,271,0,0
"56240",2008,3,0,0,36,0,0
"56240",2009,2,0,0,272,0,0
"56240",2010,2,0,0,271,0,0
"56240",2011,1,0,0,335,0,0
"56240",2012,3,0.01,0.03,37,0,2
"56300",2007,3,0.016666667,0.03,37,0,2
"56300",2008,2,0,0,272,0,0
"56300",2009,3,0.006666667,0.02,37,0,2
"56300",2010,2,0,0,271,0,0
"56300",2011,3,0,0,36,0,0
"56300",2012,2,0,0,279,0,0
"56330",2007,6,0.016666667,0.03,36,0,1
"56330",2008,4,0,0,272,0,0
"56330",2009,6,0.036666667,0.08,37,0,3
"56330",2010,4,0.025,0.05,271,0,1
"56330",2011,4,0.01,0.02,334,0,1
"56330",2012,6,0.013333333,0.04,37,0,2
"56390",2007,2,0,0,271,0,0
"56390",2008,2,0,0,272,0,0
"56390",2009,2,0,0,272,0,0
"56390",2010,2,0,0,271,0,0
"56390",2011,3,0,0,84,0,0
"56390",2012,2,0,0,279,0,0
"56460",2007,6,0,0,36,0,0
"56460",2008,4,0,0,272,0,0
"56460",2009,6,0,0,36,0,0
"56460",2010,4,0,0,271,0,0
"56460",2011,6,0,0,36,0,0
"56460",2012,2,0,0,279,0,0
"56560",2007,3,0.11,0.15,36,2,2
"56560",2008,3,0.113333333,0.16,272,2,2
"56560",2009,6,0.058333333,0.11,37,0,4
"56560",2010,4,0.06,0.1,271,1,2
"56560",2011,5,0.0768,0.09,37,2,3
"56560",2012,4,0.05975,0.067,279,2,2
"56660",2007,2,0.02,0.04,271,0,1
"56660",2008,3,0.013333333,0.04,272,0,1
"56660",2009,5,1.214,5.96,272,0,2
"56660",2010,4,0.01,0.04,271,0,1
"56660",2011,4,0.03225,0.039,279,1,1
"56660",2012,4,0.027,0.028,279,1,1
"56680",2007,3,0.016666667,0.05,36,0,2
"56680",2008,2,0,0,272,0,0
"56680",2009,3,0.016666667,0.05,37,0,3
"56680",2010,2,0,0,271,0,0
"56680",2011,3,0.066666667,0.09,37,1,3
"56680",2012,3,0.089666667,0.12,37,1,3
"56800",2007,3,0,0,36,0,0
"56800",2008,2,0,0,272,0,0
"56800",2009,3,0,0,36,0,0
"56800",2010,2,0,0,271,0,0
"56800",2011,3,0,0,36,0,0
"56800",2012,1,0,0,279,0,0
"57100",2007,3,0,0,103,0,0
"57100",2008,4,0.022575,0.0403,285,0,2
"57100",2009,3,0.02,0.06,268,0,1
"57100",2010,3,0.016666667,0.03,263,0,1
"57100",2011,2,0.07,0.11,271,1,2
"57100",2012,4,0.0275,0.06,394,0,2
"57140",2007,5,0.01,0.03,43,0,2
"57140",2008,5,0.004548,0.02069,52,0,2
"57140",2009,3,0.028823333,0.086,268,1,12
"57140",2010,4,0.00275,0.011,263,0,2
"57140",2011,3,0.010666667,0.032,271,0,9
"57140",2012,6,0.041,0.07,380,0,8
"57160",2007,4,0,0,43,0,0
"57160",2008,2,0,0,52,0,0
"57160",2009,4,0.069,0.096,376,9,15
"57160",2012,6,0.043,0.08,380,1,9
"57190",2007,6,0.053333333,0.1,103,0,3
"57190",2008,8,0.0054325,0.02173,285,0,2
"57190",2010,6,0,0,263,0,0
"57190",2011,6,0,0,271,0,0
"57190",2012,8,0.0325,0.06,394,0,1
"57230",2007,2,0,0,103,0,0
"57230",2008,4,0,0,285,0,0
"57230",2009,2,0,0,268,0,0
"57230",2010,2,0,0,263,0,0
"57230",2011,2,0,0,271,0,0
"57230",2012,4,0.0075,0.03,394,0,1
"57250",2010,4,0,0,263,0,0
"57250",2011,4,0,0,271,0,0
"57250",2012,2,0,0,409,0,0
"57260",2007,4,0.04,0.06,43,0,1
"57260",2008,11,0.0140244443333333,0.05022,285,0,3
"57260",2009,6,0.02339,0.04,268,0,1
"57260",2010,5,0.02,0.03,263,0,1
"57260",2011,6,0.0233333333333333,0.04,271,0,1
"57260",2012,10,0.03,0.06,394,0,2
"57330",2007,1,0,0,43,0,0
"57330",2008,3,0.053543333,0.16023,285,0,3
"57330",2009,2,0,0,268,0,0
"57330",2010,1,0,0,263,0,0
"57330",2011,2,0,0,271,0,0
"57330",2012,2,0.055,0.09,409,1,1
"57400",2007,2,0,0,43,0,0
"57400",2008,3,0.000203333,0.00061,283,0,2
"57400",2009,2,0.00335,0.004,268,1,1
"57400",2010,1,0,0,263,0,0
"57400",2011,2,0.0045,0.009,271,0,3
"57400",2012,2,0,0,409,0,0
"57410",2007,1,0,0,108,0,0
"57410",2008,3,0,0,285,0,0
"57410",2009,1,0,0,268,0,0
"57410",2010,2,0,0,263,0,0
"57410",2011,1,0,0,271,0,0
"57410",2012,3,0.013666667,0.04,380,0,2
"57460",2007,3,0,0,43,0,0
"57460",2008,4,0.00064,0.00194,285,0,1
"57460",2009,3,0.001,0.003,268,0,2
"57460",2010,2,0,0,263,0,0
"57460",2011,3,0,0,271,0,0
"57460",2012,4,0.07,0.24,394,0,3
"57480",2007,29,0.5425,1.98,102,0,4
"57480",2008,28,0.353313,1.16,283,0,8
"57480",2009,38,0.370765000125,1.53,263,0,6
"57480",2010,39,0.274868166625,0.88,263,0,4
"57480",2011,41,0.281459166625,2.38,271,0,9
"57480",2012,38,0.6657875,2.01,394,0,13
"57500",2007,2,0,0,103,0,0
"57500",2008,4,0.00024,0.00093,52,0,2
"57500",2009,2,0.01019,0.02,268,1,1
"57500",2010,3,0.001333333,0.004,263,0,3
"57500",2011,2,0,0,271,0,0
"57500",2012,5,0.204,0.74,380,0,6
"57530",2007,3,0.136666667,0.18,103,2,3
"57550",2007,5,0.0075,0.02,43,0,2
"57550",2008,8,0.0041225,0.03,285,0,1
"57550",2009,6,0.00505,0.03,268,0,3
"57550",2010,4,0,0,263,0,0
"57550",2011,5,0.003,0.018,271,0,3
"57550",2012,4,0.08,0.26,393,0,2
"57560",2007,2,0,0,103,0,0
"57560",2008,4,0.0001875,0.00042,285,0,2
"57560",2009,2,0,0,268,0,0
"57560",2010,2,0,0,263,0,0
"57560",2011,2,0,0,271,0,0
"57560",2012,5,0.005,0.02,380,0,4
"57590",2007,2,0.185,0.23,103,3,3
"57590",2008,4,0.0878775,0.11,285,2,5
"57590",2009,4,0.0773025,0.129,268,1,6
"57590",2010,4,0.0525,0.09,263,0,3
"57590",2011,6,0.058333333,0.09,271,1,2
"57590",2012,4,0.1,0.12,401,2,5
"57600",2010,2,0,0,244,0,0
"57600",2011,2,0,0,251,0,0
"57600",2012,4,0.0525,0.21,395,0,1
"57630",2009,3,0.029886667,0.048,268,1,6
"57630",2010,5,0.0182,0.03,263,0,1
"57630",2011,6,0.0269,0.04,271,0,2
"57630",2012,4,0.0425,0.06,400,2,3
"57650",2010,2,0,0,263,0,0
"57650",2011,2,5e-05,1e-04,271,0,1
"57650",2012,2,0,0,409,0,0
"57660",2007,1,0,0,108,0,0
"57660",2008,3,0.000103333,0.00022,285,0,1
"57660",2009,1,0,0,268,0,0
"57660",2010,2,0,0,263,0,0
"57660",2011,1,0,0,271,0,0
"57660",2012,3,0.04,0.12,379,0,2
"57680",2007,10,0.034761905,0.17,43,0,2
"57680",2008,9,0.020562,0.07174,270,0,4
"57680",2009,9,0.013250357,0.075,263,0,6
"57680",2010,10,0.0037983335,0.02,263,0,6
"57680",2011,9,0.0079285715,0.031,271,0,7
"57680",2012,10,0.0277,0.07,380,0,6
"57690",2007,2,0.065,0.13,43,0,1
"57690",2008,4,0.00096,0.00366,50,0,2
"57690",2009,2,0.00239,0.00478,268,0,1
"57690",2010,2,0,0,263,0,0
"57690",2011,2,0,0,271,0,0
"57690",2012,3,0,0,378,0,0
"57700",2007,6,0,0,103,0,0
"57700",2008,5,0.000156,0.00078,270,0,1
"57700",2009,6,0.000596667,0.00228,263,0,3
"57700",2010,6,4.83333e-05,0.00029,263,0,1
"57700",2011,6,0,0,271,0,0
"57700",2012,5,0,0,394,0,0
"57720",2007,3,0,0,103,0,0
"57720",2008,4,0.00041,0.00164,285,0,1
"57720",2009,3,0.000156667,0.00047,268,0,1
"57720",2010,2,0,0,263,0,0
"57720",2011,3,0,0,271,0,0
"57720",2012,5,0.014,0.07,394,0,2
"57770",2007,1,0,0,108,0,0
"57770",2008,3,0.000856667,0.00178,285,0,2
"57770",2009,1,0,0,268,0,0
"57770",2010,2,0.0025,0.005,263,0,1
"57770",2011,1,0,0,271,0,0
"57770",2012,3,0,0,379,0,0
"57815",2009,3,0,0,268,0,0
"57815",2010,3,0,0,263,0,0
"57815",2011,3,0,0,271,0,0
"57815",2012,4,0.075,0.25,394,0,3
"57820",2007,2,0,0,103,0,0
"57820",2008,4,0.0004925,0.00151,285,0,1
"57820",2009,2,4e-05,8e-05,268,0,1
"57820",2010,3,0,0,263,0,0
"57820",2011,2,0,0,271,0,0
"57820",2012,4,0.0225,0.09,394,0,2
"57890",2007,2,0.015,0.03,103,0,1
"57890",2008,4,0.005535,0.02,285,0,3
"57890",2009,2,0.025,0.03,268,1,1
"57890",2010,2,0.01,0.02,263,0,2
"57890",2011,2,0,0,271,0,0
"57890",2012,4,0.0275,0.06,394,0,3
"57905",2007,1,0,0,108,0,0
"57905",2008,3,0,0,285,0,0
"57905",2009,1,0,0,268,0,0
"57905",2010,1,0,0,263,0,0
"57905",2011,1,0.00011,0.00011,271,1,1
"57930",2007,3,0,0,103,0,0
"57930",2008,4,0.00014,0.00056,283,0,1
"57930",2009,3,3.33333e-05,1e-04,268,0,1
"57930",2010,3,0,0,263,0,0
"57930",2011,3,0,0,271,0,0
"57930",2012,5,0.064,0.22,393,0,1
"57970",2008,1,0,0,52,0,0
"57970",2009,6,0.00352,0.02,263,0,3
"57970",2010,7,0.008428571,0.03,263,0,5
"57970",2011,6,0.005,0.03,271,0,1
"57970",2012,4,0.03275,0.11,380,0,6
"58110",2007,3,0.013333333,0.04,50,0,2
"58110",2008,2,0,0,176,0,0
"58110",2009,3,0,0,94,0,0
"58110",2010,3,0,0,170,0,0
"58110",2011,3,0,0,256,0,0
"58110",2012,2,0,0,279,0,0
"58140",2007,2,0.065,0.08,184,1,1
"58140",2008,1,0,0,236,0,0
"58140",2009,4,0,0,234,0,0
"58140",2010,4,0,0,2,0,0
"58140",2011,4,0.005,0.02,231,0,1
"58140",2012,4,0.0025,0.01,239,0,1
"58150",2007,6,0.06,0.11,71,0,2
"58150",2008,6,0.096666667,0.2,176,1,3
"58150",2009,14,0.047142857,0.17,81,0,2
"58150",2010,10,0.0292,0.126,6,0,4
"58150",2011,12,0.174333333,0.294,256,1,3
"58150",2012,12,0.1315,0.317,256,0,3
"58190",2007,3,0,0,51,0,0
"58190",2009,3,0,0,93,0,0
"58190",2010,3,0.066666667,0.2,3,0,1
"58190",2011,3,0.119333333,0.18,232,0,3
"58190",2012,3,0.106333333,0.28,239,0,2
"58210",2007,6,0.0516666665,0.12,49,0,2
"58210",2008,1,0.158,0.158,236,3,3
"58210",2009,19,0.0613333335,0.15,94,0,2
"58210",2010,24,0.068660839,0.279,231,0,5
"58210",2011,27,0.0477857145,0.2,232,0,5
"58210",2012,20,0.106606061,0.289,236,0,5
"58230",2007,25,0.145375,0.75,5,0,3
"58230",2008,13,0.0976,0.34,2,0,3
"58230",2009,18,0.0593333334,0.275,232,0,3
"58230",2010,14,0.0321666666,0.25,231,0,2
"58230",2011,16,0.0283,0.32,2,0,1
"58230",2012,17,0.05771,0.367,2,0,5
"58240",2007,6,0,0,50,0,0
"58240",2008,5,0,0,176,0,0
"58240",2009,7,0,0,93,0,0
"58240",2010,7,0.00875,0.07,170,0,1
"58240",2011,7,0.002,0.02,255,0,1
"58240",2012,6,0,0,256,0,0
"58250",2007,3,0,0,50,0,0
"58250",2008,2,0.09,0.18,272,0,1
"58250",2009,3,0,0,94,0,0
"58250",2010,1,0,0,271,0,0
"58250",2011,3,0,0,256,0,0
"58250",2012,2,0,0,279,0,0
"58270",2007,4,0.0425,0.15,37,0,3
"58270",2008,2,0,0,176,0,0
"58270",2009,2,0,0,176,0,0
"58270",2010,3,0.043333333,0.13,170,0,3
"58270",2011,2,0.032,0.044,279,1,1
"58270",2012,4,0.05225,0.11,256,0,3
"58300",2007,2,0,0,271,0,0
"58300",2008,4,0.0825,0.33,12,0,2
"58300",2009,5,0,0,272,0,0
"58300",2010,4,0,0,256,0,0
"58300",2011,4,0.07875,0.245,278,0,1
"58300",2012,5,0,0,256,0,0
"58320",2007,3,0,0,50,0,0
"58320",2008,2,0,0,176,0,0
"58320",2009,3,0,0,93,0,0
"58320",2010,2,0,0,170,0,0
"58320",2011,2,0,0,334,0,0
"58320",2012,2,0,0,279,0,0
"58410",2007,1,0.25,0.25,184,1,1
"58410",2008,4,0.283,0.3,176,1,3
"58410",2009,12,0.21775,0.306,116,0,3
"58410",2010,4,0.1725,0.24,170,1,2
"58410",2011,4,0.379,0.523,278,3,4
"58410",2012,4,0.21525,0.239,279,3,3
"58470",2007,2,0,0,174,0,0
"58470",2008,3,0,0,176,0,0
"58470",2009,5,0,0,176,0,0
"58470",2010,4,0.0875,0.21,170,1,2
"58470",2011,4,0,0,278,0,0
"58470",2012,3,0.008,0.024,279,0,1
"58530",2007,3,0.016666667,0.03,50,0,1
"58530",2009,10,0.0233,0.233,94,0,1
"58530",2010,12,0,0,231,0,0
"58530",2011,13,0.001153846,0.015,232,0,1
"58530",2012,9,0.021333333,0.09,236,0,3
"58800",2007,3,0.006666667,0.02,50,0,1
"58800",2009,8,0.015,0.12,94,0,1
"58800",2010,3,0.043333333,0.13,231,0,1
"58800",2011,5,0,0,232,0,0
"58800",2012,4,0.01,0.04,256,0,1
"59100",2007,2,0,0,19,0,0
"59100",2008,2,0,0,31,0,0
"59100",2009,2,0,0,31,0,0
"59100",2010,2,0,0,31,0,0
"59100",2011,2,0,0,31,0,0
"59100",2012,1,0,0,42,0,0
"59112",2007,1,0.04,0.04,18,2,2
"59112",2008,1,0.04,0.04,29,1,1
"59112",2009,1,0.02,0.02,62,1,1
"59112",2012,1,0,0,64,0,0
"59114",2007,2,0,0,19,0,0
"59114",2008,2,0,0,31,0,0
"59114",2009,2,0,0,31,0,0
"59114",2010,2,0,0,31,0,0
"59114",2011,2,0,0,112,0,0
"59114",2012,1,0,0,42,0,0
"59124",2007,1,0.03,0.03,96,1,1
"59124",2008,2,0.015,0.02,26,1,1
"59124",2012,1,0.03,0.03,64,1,1
"59127",2009,2,0.06,0.06,62,2,2
"59141",2007,2,0.075,0.11,30,2,5
"59141",2008,2,0.01,0.02,33,0,1
"59141",2009,2,0.035,0.05,33,1,2
"59141",2010,2,0.015,0.02,33,1,1
"59141",2011,2,0.055,0.09,114,1,2
"59142",2012,1,0,0,64,0,0
"59146",2008,1,0,0,29,0,0
"59150",2007,1,0,0,61,0,0
"59150",2008,2,0,0,29,0,0
"59150",2012,1,0,0,64,0,0
"59157",2012,1,0.04,0.04,64,2,2
"59159",2007,2,0.4,0.44,19,5,6
"59159",2008,2,0.295,0.33,32,6,7
"59159",2009,2,0.56,0.62,32,6,7
"59159",2010,2,0.11,0.16,32,2,3
"59159",2011,2,0.495,0.55,32,6,7
"59217",2007,1,0.01,0.01,61,1,1
"59217",2009,1,0.02,0.02,62,1,1
"59218",2007,1,0.03,0.03,19,1,1
"59218",2008,3,0.036666667,0.04,42,1,1
"59218",2009,1,0.05,0.05,42,2,2
"59218",2010,1,0.03,0.03,42,1,1
"59223",2007,1,0,0,61,0,0
"59223",2008,1,0,0,28,0,0
"59223",2012,1,0,0,64,0,0
"59224",2007,1,0.06,0.06,61,2,2
"59224",2008,2,0.025,0.04,26,1,2
"59224",2012,1,0.04,0.04,64,2,2
"59227",2008,2,0.01,0.02,32,0,1
"59227",2012,1,0.02,0.02,64,1,1
"59230",2008,2,0,0,29,0,0
"59230",2012,1,0,0,64,0,0
"59238",2007,2,0.04,0.08,12,0,2
"59238",2011,1,0.07,0.07,63,2,2
"59242",2007,1,0,0,61,0,0
"59242",2008,2,0,0,28,0,0
"59242",2012,1,0,0,64,0,0
"59243",2007,1,0,0,18,0,0
"59243",2012,2,0,0,64,0,0
"59252",2007,1,0.02,0.02,61,1,1
"59252",2008,1,0,0,26,0,0
"59258",2007,2,0.035,0.04,19,1,1
"59258",2008,3,0.05,0.09,31,1,3
"59258",2009,2,0.05,0.05,31,1,1
"59258",2010,2,0.025,0.03,31,1,1
"59258",2011,2,0.03,0.03,31,1,1
"59258",2012,1,0.03,0.03,42,1,1
"59267",2008,1,0.07,0.07,29,2,2
"59268",2007,1,0,0,61,0,0
"59268",2008,1,0.06,0.06,40,1,1
"59268",2009,1,0,0,62,0,0
"59310",2007,1,0,0,61,0,0
"59310",2009,1,0,0,62,0,0
"59310",2011,1,0,0,63,0,0
"59330",2007,1,0.05,0.05,61,1,1
"59330",2008,1,0.05,0.05,26,2,2
"59360",2007,6,0.225,0.67,18,2,4
"59360",2008,5,0.195,0.4,31,2,4
"59360",2009,4,0.155,0.25,31,2,2
"59360",2010,4,0.125,0.2,31,2,2
"59360",2011,3,0.1225,0.18,31,2,2
"59360",2012,1,0.3,0.3,64,3,3
"59440",2007,3,0.055,0.12,12,0,2
"59440",2008,3,0.035,0.05,26,1,2
"59440",2012,1,0.04,0.04,64,2,2
"59450",2008,1,0,0,29,0,0
"59450",2012,1,0.02,0.02,64,1,1
"59490",2008,1,0,0,29,0,0
"59490",2012,1,0,0,64,0,0
"59491",2007,1,0.06,0.06,96,1,1
"59491",2008,1,0.01,0.01,40,1,1
"59493",2007,1,0.06,0.06,96,1,1
"59493",2008,1,0.01,0.01,40,1,1
"59610",2007,2,0.045,0.09,61,0,2
"59610",2008,2,0,0,27,0,0
