"COD_POS","ANNEE","nbpreltot","MOYPTOTAL","MAXPTOTAL","MINMOLRECHTOTAL","MINMOLQTOTAL","MAXMOLQTOTAL"
"21110",2008,5,0.02,0.1,68,0,1
"21110",2009,4,0,0,383,0,0
"21110",2010,6,0.026,0.07,181,0,2
"21110",2011,4,0.05,0.06,409,1,1
"21110",2012,5,0.242,0.93,260,0,3
"21120",2007,1,0,0,1,0,0
"21120",2008,4,0,0,381,0,0
"21120",2009,4,0.0125,0.05,383,0,1
"21120",2010,4,0,0,409,0,0
"21120",2011,4,0.0175,0.05,409,0,2
"21120",2012,4,0.025,0.04,408,0,1
"21130",2007,14,0.0425,0.21,1,0,3
"21130",2008,5,0.128,0.23,68,1,2
"21130",2009,7,0.028571429,0.05,83,0,3
"21130",2010,7,0.004285714,0.03,118,0,1
"21130",2011,6,0.05,0.09,119,1,3
"21130",2012,7,0.047142857,0.17,183,0,3
"21150",2007,5,0.1,0.4,36,0,2
"21150",2008,3,0,0,36,0,0
"21150",2009,14,0.1020555555,1.126,111,0,3
"21150",2010,16,0.1604166665,1.2,181,0,3
"21150",2011,17,0.0095833335,0.23,185,0,1
"21150",2012,13,0.07185,0.673,234,0,10
"21160",2007,11,0.8961666665,1.23,36,8,12
"21160",2008,15,1.11226190466667,1.67,68,7,11
"21160",2009,16,1.3325,2.1,83,8,13
"21160",2010,17,1.48574074066667,2.63,119,9,13
"21160",2011,15,1.23013095233333,2.15,119,11,14
"21160",2012,16,1.17916666666667,2.02,183,10,13
"21170",2007,6,0.026666667,0.04,376,0,2
"21170",2008,15,0.0048,0.02,2,0,1
"21170",2009,20,0.029,0.19,2,0,3
"21170",2010,22,0.0765,0.49,181,0,3
"21170",2011,20,0.38355,4.11,340,0,9
"21170",2012,23,0.061,0.36,259,0,4
"21190",2008,4,0.255,0.52,381,3,6
"21190",2009,4,0.6075,1.45,383,4,12
"21190",2010,8,0.3975,0.59,119,3,9
"21190",2011,8,0.73,1.35,119,4,16
"21190",2012,8,0.53875,2.04,183,3,12
"21200",2007,13,0.1845454545,0.59,1,0,9
"21200",2008,7,0.58,0.91,36,3,10
"21200",2009,10,0.406111111,1.01,83,3,11
"21200",2010,9,0.777777778,1.16,119,3,10
"21200",2011,10,0.4033333335,0.96,119,3,13
"21200",2012,10,0.645,0.97,183,4,11
"21250",2008,5,0.116,0.2,36,3,4
"21250",2009,4,0.2125,0.25,383,3,5
"21250",2010,5,0.21,0.27,182,2,3
"21250",2011,5,0.384,0.92,182,3,6
"21250",2012,6,0.213333333,0.32,241,2,5
"21290",2007,3,0,0,36,0,0
"21290",2009,9,0.111,0.91,118,0,1
"21290",2010,12,0,0,231,0,0
"21290",2011,12,0,0,185,0,0
"21290",2012,8,0.010375,0.08,236,0,4
"21300",2008,4,4.1225,5.13,382,12,14
"21300",2009,4,4.125,5.6,385,12,12
"21300",2010,4,4.97,6.25,410,12,13
"21300",2011,4,3.44,4.07,410,11,15
"21300",2012,4,3.383,3.762,410,13,16
"21310",2007,12,0.0291666665,0.1,376,0,3
"21310",2008,6,0.032,0.22,36,0,3
"21310",2009,4,0.02,0.06,383,0,1
"21310",2010,6,0.048,0.2,182,0,3
"21310",2011,4,0.0225,0.09,409,0,3
"21310",2012,6,0.031,0.14,260,0,2
"21320",2007,4,0.045,0.11,184,0,1
"21320",2008,2,1.049,1.958,236,2,5
"21320",2009,16,0.0470625,0.204,233,0,2
"21320",2010,26,0.1692307695,1.97,182,0,3
"21320",2011,23,0.0340151515,0.16,232,0,2
"21320",2012,17,0.0278958335,0.17,239,0,3
"21330",2007,2,0.05,0.06,181,1,1
"21330",2008,1,0.07,0.07,234,2,2
"21330",2009,9,0.052111111,0.097,233,1,3
"21330",2010,12,0.033333333,0.19,231,0,2
"21330",2011,12,0.070833333,0.27,232,0,3
"21330",2012,7,0.203,0.81,236,2,7
"21350",2007,2,0.07,0.08,184,1,2
"21350",2008,1,0.021,0.021,236,1,1
"21350",2009,8,0.05525,0.155,233,0,2
"21350",2010,11,0,0,231,0,0
"21350",2011,11,0,0,231,0,0
"21350",2012,9,0.036333333,0.311,236,0,6
"21360",2008,4,0,0,381,0,0
"21360",2009,4,0.0425,0.08,383,0,2
"21360",2010,5,0,0,181,0,0
"21360",2011,7,0,0,270,0,0
"21360",2012,4,0.01,0.04,408,0,1
"21400",2007,2,0.26,0.26,184,2,2
"21400",2008,2,0.184,0.208,234,2,3
"21400",2009,9,0.189777778,0.23,233,1,4
"21400",2010,13,0.157692308,0.73,182,1,4
"21400",2011,12,0.110833333,0.53,232,0,3
"21400",2012,8,0.34575,0.63,236,2,9
"21410",2007,8,0.0083333335,0.1,36,0,1
"21410",2008,13,0.037875,0.36,36,0,5
"21410",2009,10,0.0016666665,0.02,122,0,2
"21410",2010,10,0.0570833335,0.23,185,0,2
"21410",2011,10,0.0304166665,0.29,185,0,2
"21410",2012,11,0,0,259,0,0
"21450",2007,2,0.085,0.17,184,0,1
"21450",2008,1,0,0,236,0,0
"21450",2009,10,0,0,118,0,0
"21450",2010,12,0,0,231,0,0
"21450",2011,12,0.0125,0.15,232,0,1
"21450",2012,9,0.019333333,0.11,236,0,4
"21490",2007,6,0.075,0.2,376,0,3
"21490",2008,4,0,0,381,0,0
"21490",2009,4,0.0125,0.05,383,0,2
"21490",2010,4,0.1575,0.3,409,1,4
"21490",2011,4,0.6,0.7,409,3,5
"21490",2012,4,0.28,0.41,408,4,7
"21510",2007,3,0.006666667,0.02,36,0,1
"21510",2009,10,0.0615,0.31,119,0,2
"21510",2010,12,0.004166667,0.03,231,0,1
"21510",2011,13,0.011538462,0.13,185,0,1
"21510",2012,9,0.071777778,0.19,236,1,7
"21560",2007,2,0,0,1,0,0
"21560",2008,5,0.096,0.29,116,0,1
"21560",2009,5,0.018,0.09,119,0,2
"21560",2010,6,0.09,0.35,181,0,4
"21560",2011,6,0.033333333,0.08,186,0,2
"21560",2012,6,0.053333333,0.13,280,1,3
"21570",2007,3,0.013333333,0.04,36,0,1
"21570",2009,10,0,0,118,0,0
"21570",2010,12,0,0,231,0,0
"21570",2011,13,0.011538462,0.11,185,0,1
"21570",2012,9,0.199222222,1.6,236,0,7
"21580",2008,2,0,0,36,0,0
"21600",2007,4,0.315,0.5,1,0,6
"21600",2008,6,0.576666667,0.68,36,6,7
"21600",2009,7,0.698571429,0.98,82,6,8
"21600",2010,8,0.665,1.16,84,5,9
"21600",2011,8,0.74,1.03,119,7,9
"21600",2012,8,0.85375,1.06,183,7,9
"21640",2007,6,0.2,0.47,376,1,5
"21640",2008,4,0.34,0.73,381,0,8
"21640",2009,4,0.4,0.8,383,1,8
"21640",2010,4,0.2675,0.33,409,3,5
"21640",2011,4,0.23175,0.487,409,1,7
"21640",2012,4,0.16,0.33,408,1,7
"21700",2007,10,0.343125,1.07,1,0,10
"21700",2008,5,1.184,1.7,71,7,9
"21700",2009,8,0.845,2.36,84,0,13
"21700",2010,8,1.85875,2.5,119,8,13
"21700",2011,9,0.748125,2.6,119,0,14
"21700",2012,8,1.4625,2.09,183,9,15
"21910",2008,4,0.0725,0.29,379,0,1
"21910",2009,4,0,0,2,0,0
"21910",2010,4,0.005,0.02,410,0,1
"21910",2011,4,0,0,410,0,0
"21910",2012,3,0,0,410,0,0
"22110",2007,4,0.045,0.05,271,1,1
"22110",2008,4,0.02,0.04,272,0,1
"22110",2009,4,0.045,0.05,272,1,1
"22110",2010,6,0.016666667,0.05,3,0,1
"22110",2011,4,0.0435,0.057,279,1,2
"22110",2012,8,0.02175,0.038,3,0,2
"22150",2007,2,0,0,271,0,0
"22150",2008,3,0.03,0.09,272,0,1
"22150",2009,5,0,0,272,0,0
"22150",2010,5,0,0,3,0,0
"22150",2011,4,0,0,279,0,0
"22150",2012,3,0,0,279,0,0
"22250",2007,2,0,0,271,0,0
"22250",2008,2,0,0,272,0,0
"22250",2009,2,0,0,272,0,0
"22250",2010,4,0,0,3,0,0
"22250",2011,2,0,0,279,0,0
"22250",2012,3,0,0,3,0,0
"22270",2007,1,0.13,0.13,274,2,2
"22270",2008,2,0,0,272,0,0
"22270",2009,2,0,0,272,0,0
"22270",2010,2,0,0,271,0,0
"22270",2011,2,0,0,334,0,0
"22270",2012,2,0.0415,0.083,279,0,1
"22290",2007,5,0.114,0.135,18,1,1
"22290",2008,2,0.13,0.14,272,1,1
"22290",2009,2,0.11,0.11,272,1,1
"22290",2010,3,0.066666667,0.1,3,0,1
"22290",2011,2,0.12,0.13,334,1,1
"22290",2012,4,0.07125,0.105,3,0,2
"22300",2007,8,0.21625,0.3,3,0,2
"22300",2008,6,0.376666667,0.44,272,1,3
"22300",2009,12,0.265,0.49,3,0,3
"22300",2010,12,0.246666667,0.34,3,0,2
"22300",2011,12,0.379833333,0.68,3,0,3
"22300",2012,12,0.277,0.37,3,0,3
"22310",2007,4,0,0,271,0,0
"22310",2008,6,0,0,272,0,0
"22310",2009,10,0,0,272,0,0
"22310",2010,8,0,0,271,0,0
"22310",2011,8,0.005,0.02,279,0,1
"22310",2012,8,0,0,279,0,0
"22390",2007,2,0.045,0.05,271,1,1
"22390",2008,2,0,0,272,0,0
"22390",2009,2,0.04,0.04,272,1,1
"22390",2010,2,0.035,0.04,271,1,1
"22390",2011,2,0.0425,0.045,279,1,1
"22390",2012,2,0.0395,0.04,279,1,1
"22450",2007,2,0.05,0.05,271,1,1
"22450",2008,2,0.055,0.11,272,0,2
"22450",2009,2,3.07,6.1,272,1,4
"22450",2010,2,0.035,0.04,271,1,1
"22450",2011,2,0.041,0.042,279,1,1
"22450",2012,2,0.0525,0.067,279,1,2
"22460",2007,2,0,0,271,0,0
"22460",2008,3,0,0,272,0,0
"22460",2009,5,0,0,272,0,0
"22460",2010,4,0,0,271,0,0
"22460",2011,3,0,0,279,0,0
"22460",2012,6,0,0,3,0,0
"22490",2007,2,0,0,271,0,0
"22490",2008,3,0,0,272,0,0
"22490",2009,5,0,0,272,0,0
"22490",2010,6,0,0,3,0,0
"22490",2011,4,0.005,0.02,279,0,1
"22490",2012,6,0,0,3,0,0
"22500",2007,2,0.035,0.04,271,1,1
"22500",2008,3,0.01,0.03,272,0,1
"22500",2009,5,0.04,0.08,272,0,2
"22500",2010,4,0.015,0.06,271,0,1
"22500",2011,4,0.17575,0.244,279,3,4
"22500",2012,4,0.24675,0.336,279,3,4
"22540",2007,4,0.0966666666666667,0.42,271,0,2
"22540",2008,3,0.031666667,0.06,77,0,2
"22540",2009,2,0.015,0.03,272,0,1
"22540",2010,3,0,0,3,0,0
"22540",2011,2,0.0315,0.033,279,1,1
"22540",2012,4,0.022,0.032,3,0,2
"23170",2007,2,0.14,0.23,271,1,1
"23170",2008,2,0.09,0.18,272,0,2
"23170",2009,2,0.015,0.03,272,0,1
"23170",2010,3,0,0,79,0,0
"23170",2011,2,0.091,0.16,279,1,3
"23170",2012,3,0.016333333,0.025,113,0,1
"23300",2007,2,0.035,0.07,271,0,1
"23300",2008,2,0.06,0.07,272,1,1
"23300",2009,2,0.045,0.05,272,1,1
"23300",2010,2,0.045,0.05,271,1,1
"23300",2011,2,0.0385,0.04,279,1,1
"23300",2012,2,0.0325,0.033,279,1,1
"23350",2007,3,0.009333333,0.028,138,0,2
"23350",2008,2,0,0,272,0,0
"23350",2009,3,0.005666667,0.017,181,0,2
"23350",2010,2,0,0,271,0,0
"23350",2011,4,0.035,0.14,6,0,3
"23350",2012,2,0.016,0.032,279,0,1
"23500",2007,1,0,0,273,0,0
"23700",2007,2,0,0,273,0,0
"23700",2008,2,0.065,0.13,272,0,1
"23700",2009,2,0,0,272,0,0
"23700",2010,3,0,0,111,0,0
"23700",2011,2,0,0,279,0,0
"23700",2012,2,0,0,279,0,0
"23800",2007,3,0,0,137,0,0
"23800",2008,2,0,0,272,0,0
"23800",2009,2,0,0,272,0,0
"23800",2010,2,0,0,271,0,0
"23800",2011,2,0,0,279,0,0
"23800",2012,3,0,0,113,0,0
"24000",2007,4,0.085,0.12,45,1,1
"24000",2008,2,0.055,0.06,12,1,1
"24000",2009,3,0.07,0.08,12,1,2
"24000",2010,4,0.06,0.08,12,1,2
"24000",2011,4,0.1275,0.23,14,1,2
"24000",2012,5,0.0516,0.073,14,1,2
"24100",2007,2,0,0,12,0,0
"24100",2008,2,0,0,12,0,0
"24100",2009,2,0,0,12,0,0
"24100",2010,2,0,0,12,0,0
"24100",2011,2,0,0,12,0,0
"24100",2012,2,0,0,21,0,0
"24120",2007,7,0.025,0.15,12,0,2
"24120",2008,6,0,0,12,0,0
"24120",2009,7,0.00555555566666667,0.02,12,0,1
"24120",2010,7,0.0444444443333333,0.32,12,0,2
"24120",2011,6,0.005,0.03,12,0,1
"24120",2012,10,0.0075,0.09,14,0,1
"24130",2007,2,0,0,12,0,0
"24130",2009,1,0,0,143,0,0
"24130",2012,1,0,0,162,0,0
"24140",2007,6,0,0,12,0,0
"24140",2009,3,0,0,143,0,0
"24140",2012,3,0,0,162,0,0
"24160",2007,2,0.1,0.11,44,1,1
"24160",2008,2,0.26,0.44,12,1,2
"24160",2009,2,0.07,0.09,12,1,1
"24160",2010,3,0.076666667,0.1,12,1,1
"24160",2011,3,0.106666667,0.17,13,1,2
"24160",2012,2,0.04,0.05,21,1,1
"24200",2007,3,0.48,0.52,45,3,4
"24200",2008,2,0.28,0.37,12,4,4
"24200",2009,2,0.38,0.39,12,4,4
"24200",2010,2,0.37,0.37,12,4,4
"24200",2011,4,0.3525,0.59,4,0,5
"24200",2012,4,0.3635,0.55,14,4,5
"24220",2007,2,0.03,0.06,44,0,1
"24220",2008,2,0,0,12,0,0
"24220",2009,3,0.006666667,0.02,12,0,1
"24220",2010,3,0,0,12,0,0
"24220",2011,4,0,0,14,0,0
"24220",2012,5,0.058,0.29,14,0,2
"24250",2007,4,0,0,12,0,0
"24250",2008,2,0,0,12,0,0
"24250",2009,3,0.01,0.02,12,0,1
"24250",2010,2,0,0,12,0,0
"24250",2011,3,0,0,12,0,0
"24250",2012,4,0,0,14,0,0
"24260",2007,4,0,0,12,0,0
"24260",2008,5,0,0,12,0,0
"24260",2009,4,0.005,0.02,12,0,1
"24260",2010,5,0.005,0.02,12,0,1
"24260",2011,4,0.0075,0.03,12,0,1
"24260",2012,7,0.003,0.03,14,0,1
"24330",2007,4,0.015,0.03,12,0,1
"24330",2009,2,0,0,143,0,0
"24330",2011,2,0,0,164,0,0
"24330",2012,2,0,0,14,0,0
"24350",2007,4,0.0825,0.1,12,1,1
"24350",2008,4,0.08,0.1,12,1,1
"24350",2009,4,0.0925,0.15,12,1,2
"24350",2010,6,0.06875,0.1,12,1,2
"24350",2011,6,0.0725,0.09,12,1,1
"24350",2012,7,0.0675,0.22,14,1,2
"24360",2007,2,0.165,0.18,43,1,2
"24360",2008,2,0.15,0.17,12,1,1
"24360",2009,2,0.17,0.18,12,2,2
"24360",2010,1,0.11,0.11,12,1,1
"24360",2011,2,0.205,0.22,12,2,2
"24360",2012,2,0.155,0.17,21,1,2
"24380",2007,2,0,0,12,0,0
"24380",2008,2,0,0,12,0,0
"24380",2009,2,0,0,12,0,0
"24380",2010,2,0,0,12,0,0
"24380",2011,2,0,0,12,0,0
"24380",2012,2,0,0,21,0,0
"24390",2007,1,0,0,12,0,0
"24400",2007,3,0,0,12,0,0
"24400",2008,2,0.01,0.02,12,0,1
"24400",2009,2,0.045,0.07,12,1,2
"24400",2010,2,0,0,12,0,0
"24400",2011,2,0.02,0.02,12,1,1
"24400",2012,2,0,0,21,0,0
"24410",2007,2,0.125,0.13,43,1,1
"24410",2008,2,0.105,0.11,12,1,1
"24410",2009,2,0.12,0.12,12,1,1
"24410",2010,2,0.13,0.14,12,1,1
"24410",2011,2,0.12,0.12,12,1,1
"24410",2012,2,0.065,0.08,21,1,1
"24420",2007,2,0,0,12,0,0
"24420",2008,4,0.0275,0.04,12,0,1
"24420",2009,4,0.0375,0.05,12,1,1
"24420",2010,4,0.0425,0.06,12,1,2
"24420",2011,4,0.06,0.12,12,1,2
"24420",2012,4,0.07,0.19,21,1,2
"24430",2007,3,0.033333333,0.05,45,0,1
"24430",2008,3,0.026666667,0.06,12,0,1
"24430",2009,3,0.063333333,0.09,12,1,2
"24430",2010,4,0.0375,0.07,12,0,2
"24430",2011,6,0.025,0.08,4,0,2
"24430",2012,4,0.023,0.03,21,1,1
"24490",2007,3,0,0,12,0,0
"24530",2007,1,0,0,12,0,0
"24530",2009,1,0.02,0.02,143,1,1
"24530",2011,1,0,0,164,0,0
"24540",2007,4,0,0,44,0,0
"24540",2008,4,0,0,12,0,0
"24540",2009,4,0,0,12,0,0
"24540",2010,4,0,0,12,0,0
"24540",2011,4,0.005,0.02,12,0,1
"24540",2012,4,0,0,21,0,0
"24560",2007,2,0,0,12,0,0
"24560",2011,1,0,0,162,0,0
"24590",2007,1,0.1,0.1,12,1,1
"24600",2007,2,0.405,0.46,44,1,1
"24600",2008,2,0.39,0.39,12,1,1
"24600",2009,2,0.25,0.27,12,1,1
"24600",2010,4,0.245,0.35,1,1,1
"24600",2011,2,0.23,0.24,12,1,1
"24600",2012,5,5.894,28.16,2,0,2
"24620",2007,6,0,0,12,0,0
"24620",2008,6,0,0,12,0,0
"24620",2009,6,0.01,0.02,12,0,1
"24620",2010,6,0.01,0.02,12,0,1
"24620",2011,6,0.015,0.03,12,0,1
"24620",2012,6,0,0,21,0,0
"24630",2007,2,0,0,44,0,0
"24630",2008,2,0.02,0.04,12,0,1
"24630",2009,2,0.04,0.05,12,1,1
"24630",2010,2,0.045,0.05,12,1,1
"24630",2011,2,0.055,0.06,12,1,1
"24630",2012,2,0.025,0.03,21,1,1
"24750",2007,4,0.015,0.03,12,0,1
"24750",2009,2,0,0,143,0,0
"24750",2011,2,0,0,164,0,0
"24750",2012,2,0,0,14,0,0
"24800",2007,2,0,0,12,0,0
"24800",2008,2,0,0,12,0,0
"24800",2009,2,0,0,12,0,0
"24800",2010,2,0,0,12,0,0
"24800",2011,2,0.015,0.03,12,0,1
"24800",2012,4,0.69525,2.781,1,0,6
"25110",2007,2,0,0,1,0,0
"25110",2008,5,0.48,2.36,333,0,2
"25110",2009,8,0.09,0.28,383,0,3
"25110",2010,8,0.02125,0.14,409,0,3
"25110",2011,8,0.1341175,0.42,409,0,6
"25110",2012,8,0.5125,2.33,409,0,8
"25150",2008,5,0.008,0.04,333,0,1
"25150",2009,4,0.0375,0.08,383,0,1
"25150",2010,5,0.0154,0.05,404,0,2
"25150",2011,4,0.03775,0.11,409,0,1
"25150",2012,5,0.034,0.06,405,0,2
"25190",2007,4,0.05,0.1,1,0,1
"25220",2007,21,0.061428571,0.41,330,0,6
"25220",2008,9,0.065,0.134,333,0,2
"25220",2009,6,0.1305,0.131,333,2,2
"25220",2010,3,0,0,403,0,0
"25220",2012,15,0.0188,0.046,404,0,3
"25240",2007,1,0,0,1,0,0
"25240",2008,1,0,0,333,0,0
"25240",2010,1,0.18,0.18,403,2,2
"25240",2012,1,0,0,404,0,0
"25250",2007,1,0,0,330,0,0
"25250",2008,4,0,0,379,0,0
"25250",2009,3,0,0,383,0,0
"25250",2010,4,0.025,0.05,409,0,1
"25250",2011,4,0.0375,0.07,409,0,1
"25250",2012,4,0.625,2.5,409,0,1
"25300",2007,13,0.0307142855,0.09,1,0,3
"25300",2008,22,0.0828,0.37,333,0,6
"25300",2009,21,0.0826,0.46,333,0,6
"25300",2010,21,0.0865,0.42,404,0,8
"25300",2011,20,0.084,0.41,377,0,8
"25300",2012,21,0.07072,0.4,405,0,6
"25330",2007,1,0,0,1,0,0
"25340",2008,5,0.044,0.2,333,0,2
"25340",2009,4,0,0,383,0,0
"25340",2010,4,0.0575,0.13,409,0,1
"25340",2011,4,0.0375,0.06,409,0,1
"25340",2012,4,0.0175,0.05,409,0,1
"25410",2007,12,0.006666667,0.04,376,0,1
"25410",2008,14,0,0,333,0,0
"25410",2009,12,0,0,383,0,0
"25410",2010,12,0.0075,0.05,409,0,2
"25410",2011,12,0.0241666666666667,0.05,409,0,1
"25410",2012,12,0.0166666666666667,0.06,409,0,1
"25520",2007,1,0,0,1,0,0
"25550",2007,7,0.145285714,0.3,331,1,4
"25550",2008,1,0,0,333,0,0
"25550",2012,1,0.082,0.082,405,8,8
"25560",2008,5,0,0,333,0,0
"25560",2009,4,0,0,383,0,0
"25560",2010,5,0.016,0.08,403,0,2
"25560",2011,4,0,0,409,0,0
"25560",2012,5,0,0,404,0,0
"25600",2008,4,0.025,0.08,383,0,3
"25600",2009,4,0.005,0.02,385,0,1
"25600",2010,4,0.0275,0.08,410,0,2
"25600",2011,3,0,0,410,0,0
"25600",2012,3,0.043333333,0.13,410,0,1
"25870",2007,1,0,0,1,0,0
"26000",2007,6,0.163333333,0.25,376,2,4
"26000",2008,4,0.4325,0.67,381,3,5
"26000",2009,4,0.295,0.35,383,2,4
"26000",2010,4,0.415,0.59,409,3,3
"26000",2011,4,0.23,0.38,381,1,3
"26000",2012,4,0.2425,0.28,409,2,2
"26100",2009,4,0.055,0.07,382,1,1
"26120",2007,14,0.213333333333333,0.54,1,0,4
"26120",2008,12,0.683333333333333,1.44,381,0,4
"26120",2009,16,0.52375,1.07,382,0,5
"26120",2010,12,0.57,1.07,409,0,4
"26120",2011,12,0.371666666666667,0.79,409,0,4
"26120",2012,12,0.323333333333333,0.77,408,0,3
"26140",2007,8,0.19125,0.4,2,2,4
"26140",2008,6,0.29,0.7,3,3,4
"26140",2009,15,0.4578846155,0.95,3,3,5
"26140",2010,13,0.539230769,0.96,4,4,6
"26140",2011,13,0.403538462,0.71,3,2,6
"26140",2012,9,0.342333333,0.77,46,3,5
"26160",2007,17,0.126439394,0.35,2,0,5
"26160",2008,10,0.0775,0.26,2,0,4
"26160",2009,17,0.2519166665,0.92,1,0,6
"26160",2010,17,0.056923077,0.31,1,0,5
"26160",2011,19,0.0164285715,0.16,1,0,3
"26160",2012,11,0.2357142855,2.97,46,0,6
"26170",2007,1,0,0,1,0,0
"26200",2007,6,0.018333333,0.05,375,0,2
"26200",2008,4,0,0,378,0,0
"26200",2009,4,0.1075,0.36,383,0,2
"26200",2010,4,0,0,409,0,0
"26200",2011,4,0.01,0.02,409,0,1
"26200",2012,4,0.041,0.104,408,0,2
"26210",2007,7,0.0508333335,0.19,1,0,3
"26210",2008,4,0.275,0.58,379,2,4
"26210",2009,8,0.13,0.31,1,0,4
"26210",2010,4,0.2875,0.4,409,3,3
"26210",2011,5,0.184,0.29,3,1,4
"26210",2012,5,0.3976,0.57,262,2,5
"26240",2007,2,0,0,1,0,0
"26260",2007,1,0,0,1,0,0
"26260",2008,4,0,0,381,0,0
"26260",2009,4,0,0,383,0,0
"26260",2010,4,0,0,409,0,0
"26260",2011,4,0,0,409,0,0
"26260",2012,4,0,0,408,0,0
"26300",2007,4,0.0533333333333333,0.07,1,0,1
"26300",2008,4,0.275,0.55,381,0,5
"26300",2009,38,0.363555555555556,1.22,1,0,6
"26300",2010,4,0.06,0.24,409,0,1
"26300",2011,6,0.0133333333333333,0.02,1,0,1
"26300",2012,4,0.005,0.02,408,0,1
"26400",2007,4,0.03,0.09,1,0,1
"26400",2008,4,0,0,379,0,0
"26400",2009,17,0.0335,0.13,1,0,1
"26400",2010,7,0.0433333335,0.1,1,0,1
"26400",2011,7,0.0366666665,0.08,1,0,1
"26400",2012,7,0.03875,0.084,262,0,2
"26540",2009,4,0,0,382,0,0
"26600",2007,6,0.08,0.14,375,2,3
"26600",2008,4,0.24,0.3,381,2,4
"26600",2009,4,0.31,0.36,383,2,4
"26600",2010,4,0.295,0.41,409,3,3
"26600",2011,4,0.165,0.32,383,0,4
"26600",2012,4,0.1425,0.27,409,0,3
"26700",2007,6,0.018333333,0.03,375,0,1
"26700",2008,4,0.125,0.4,381,0,1
"26700",2009,4,0.01,0.02,383,0,1
"26700",2010,4,0.04,0.14,409,0,3
"26700",2011,4,0,0,409,0,0
"26700",2012,4,0,0,409,0,0
"26730",2007,12,0.186666667,0.26,370,2,4
"26730",2009,8,0.545,0.98,382,4,6
"26730",2010,8,0.1475,0.17,2,2,3
"26730",2011,8,0.11825,0.15,2,2,3
"26730",2012,8,0.1285,0.233,262,3,4
"26740",2009,2,0.66,1.14,383,3,3
"26760",2007,4,0.05,0.08,1,0,1
"26760",2008,6,0.19,0.36,1,1,2
"26760",2009,10,0.2029166665,0.41,1,1,3
"26760",2010,6,0.2,0.4,1,1,2
"26760",2011,6,0.192833333,0.32,1,1,3
"26760",2012,6,0.118666667,0.25,262,0,2
"26770",2008,4,0.4925,1.02,379,2,4
"26770",2009,12,0.135,0.43,382,0,5
"26770",2010,4,0.3775,0.59,409,2,3
"26770",2011,4,0.3075,0.4,409,3,3
"26770",2012,4,0.215,0.32,409,1,2
"26790",2007,7,0.151428571,0.19,1,1,4
"26790",2008,3,0.193333333,0.27,2,2,4
"26790",2009,20,0.1725,1.45,2,0,5
"26790",2010,10,0.216,0.27,2,2,2
"26790",2011,9,0.377555556,0.689,2,2,4
"26790",2012,6,0.57,0.665,46,4,4
"26800",2009,3,0,0,383,0,0
"27000",2007,4,0,0,184,0,0
"27000",2008,4,0.029,0.03,233,1,1
"27000",2009,2,0.031,0.031,234,1,1
"27000",2010,6,0,0,232,0,0
"27000",2011,8,0.0125,0.03,145,0,2
"27100",2007,9,0.010555556,0.075,183,0,2
"27100",2008,2,0.059,0.08,233,1,2
"27100",2009,2,0.041,0.042,233,1,1
"27100",2010,1,0.04,0.04,232,1,1
"27100",2011,2,0.035,0.07,232,0,2
"27100",2012,3,0.025,0.045,146,0,5
"27110",2007,3,0.04,0.081,60,0,2
"27110",2008,4,0.0925,0.122,61,1,3
"27110",2009,4,0.0735,0.088,234,2,3
"27110",2010,5,0.054,0.08,146,1,3
"27110",2011,4,0.015,0.03,232,0,1
"27110",2012,5,0.0708,0.097,146,3,5
"27120",2007,3,0.125666667,0.176,60,1,2
"27120",2008,3,0.147333333,0.21,233,1,3
"27120",2009,4,0.17625,0.189,234,3,3
"27120",2010,4,0.0675,0.15,231,0,3
"27120",2011,5,0.094,0.14,146,1,4
"27120",2012,2,0.03,0.034,73,2,2
"27130",2007,3,0,0,60,0,0
"27130",2009,2,0.116,0.189,234,1,4
"27130",2010,12,0.026666667,0.13,231,0,2
"27130",2011,13,0.053846154,0.2,146,0,2
"27130",2012,9,0.236111111,1.004,277,5,11
"27140",2007,6,0.006666667,0.02,60,0,1
"27140",2008,6,0.042666667,0.098,60,0,2
"27140",2009,8,0.1225,0.19,234,2,3
"27140",2010,10,0.04,0.07,146,0,3
"27140",2011,10,0.066,0.11,146,1,3
"27140",2012,8,3.4905,13.685,277,2,5
"27150",2007,2,0.037,0.074,182,0,1
"27150",2008,2,0.065,0.1,61,1,2
"27150",2009,2,0.115,0.12,234,1,1
"27150",2010,3,0.076666667,0.09,146,1,2
"27150",2011,2,0.085,0.12,232,1,1
"27150",2012,5,0.132,0.47,146,0,2
"27160",2007,3,0,0,60,0,0
"27160",2009,2,0.116,0.189,234,1,4
"27160",2010,12,0.026666667,0.13,231,0,2
"27160",2011,13,0.053846154,0.2,146,0,2
"27160",2012,9,0.236111111,1.004,277,5,11
"27190",2007,9,0.159777778,1.251,183,0,3
"27190",2008,3,0.029,0.059,233,0,2
"27190",2009,3,0.017,0.026,234,0,1
"27190",2010,4,0,0,231,0,0
"27190",2011,4,0.005,0.02,232,0,1
"27190",2012,4,0.059,0.134,277,2,7
"27220",2011,4,0,0,232,0,0
"27220",2012,4,0.09725,0.151,277,5,8
"27230",2007,3,0,0,60,0,0
"27230",2008,2,0.0105,0.021,233,0,1
"27230",2009,2,0.01,0.02,146,0,2
"27230",2010,3,0,0,229,0,0
"27230",2011,3,0,0,145,0,0
"27230",2012,4,0.03275,0.103,277,0,4
