ANNEE;CD_STATION;NBPREL;MOYPTOT;MAXPTOT;MINMOLRECH;MAXMOLRECH;MINMOLQ;MAQMOLQ
2011;00634X0098/HY;2;0,06;0,11;42;42;1;3
2011;00635X0092/PZ2001;2;0,06;0,08;31;31;2;3
2011;00641X0089/F;1;0,03;0,03;13;13;1;1
2011;00642X0086/F01;1;0;0;31;31;0;0
2011;00644X0016/F;1;0,01;0,01;32;32;1;1
2011;00647X0236/PZ1;2;0,085;0,09;112;112;2;3
2011;00648X0142/F01;1;0;0;31;31;0;0
2011;00653X0002/F;6;0;0;12;231;0;0
2011;00656X0029/F;1;0,79;0,79;228;228;2;2
2011;00657X0047/F;3;0;0;12;228;0;0
2011;00671X0049/P-C;6;0,213333333;0,28;12;228;1;2
2011;00673X0096/S.GOIN;4;0,213;0,422;228;228;2;4
2011;00675X0141/F.AEP;6;0,427833333;0,497;12;228;2;5
2011;00678X0003/PAEP;1;0;0;228;228;0;0
2011;00681X0032/SAEP2;5;0,1872;0,309;228;388;3;4
2011;00682X0027/SAEP;8;0,08075;0,126;271;388;1;4
2011;00683X0023/SAEP1;6;0;0;271;271;0;0
2011;00684X0011/SAEP;2;0;0;271;271;0;0
2011;00687X0003/SAEP;6;0,188333333;0,26;271;271;2;2
2011;00692X0044/AEP;2;0;0;271;271;0;0
2011;00696X0046/SAEP;1;0;0;271;271;0;0
2011;00697X0051/SAEP;5;0,152;0,21;271;271;1;2
2011;00698X0004/P4AEP;4;0,002;0,008;271;388;0;2
2011;00698X0027/SAEP;2;0;0;271;271;0;0
2011;00721X0063/F17;2;0;0;232;232;0;0
2011;00724X0018/F1;3;0,02;0,03;95;232;0;1
2011;00726X0004/FE1;3;0;0;95;232;0;0
2011;00728X0030/C1;4;0,06;0,1;95;232;1;2
2011;00728X0059/F1;2;0;0;232;232;0;0
2011;00732X0007/C1;2;0,075;0,15;232;232;0;2
2011;00732X0014/F10;4;0,425;0,93;232;232;1;9
2011;00746X0062/HY;4;0,06;0,1;232;232;1;2
2011;00752X0038/F;11;0,038181818;0,06;229;232;0;1
2011;00753X0050/F;12;0,0925;0,27;229;232;1;3
2011;00756X0040/F;12;0,0395;0,14;232;293;0;3
2011;00756X0046/F;1;0;0;232;232;0;0
2011;00756X0151/F1;12;0,001666667;0,02;232;232;0;1
2011;00765X0025/HY;2;0,07;0,1;232;232;1;2
2011;00767X0021/F;12;0,126416667;0,48;232;293;1;5
2011;00777X0024/F;4;0,1475;0,22;229;232;2;3
2011;00782X0138/HY;2;0;0;232;232;0;0
2011;00783X0009/HY;2;0;0;229;232;0;0
2011;00784X0017/F.1978;4;0,105;0,16;232;232;2;2
2011;00785X0001/F;5;0,1512;0,23;13;232;1;2
2011;00792X0042/P;4;0,2135;0,34;228;231;2;3
2011;00806X0004/P;3;0,003333333;0,01;4;231;0;1
2011;00811X0013/MY;2;0,02;0,04;31;31;0;2
2011;00813X0050/P;2;0,304;0,31;228;228;2;4
2011;00814X0065/P;2;0,19;0,2;228;228;2;3
2011;00816X0062/F;2;0,035;0,07;228;228;0;2
2011;00818X0054/HY;2;0,06;0,12;228;228;0;1
2011;00825X0015/F;1;0;0;228;228;0;0
2011;00825X0128/111111;3;0,01;0,03;87;231;0;1
2011;00832X0085/HY;2;0,115;0,13;228;228;2;3
2011;00843X0060/F.AEP;6;0,028333333;0,09;12;228;0;3
2011;00845X0005/F;6;0,181;0,39;12;231;2;4
2011;00845X0018/HY;5;0,958;1,36;228;231;0;3
2011;00853X0024/SAEP;5;0,3132;0,43;228;231;2;4
2011;00861X0001/PAEP;3;0,01;0,03;228;387;0;1
2011;00861X0032/PAEP;1;0;0;228;228;0;0
2011;00864X0032/SAEP;6;0,07;0,1;271;271;1;1
2011;00868X0013/SAEP;3;0,052333333;0,067;231;388;2;5
2011;00871X0021/SAEP;6;0;0;271;387;0;0
2011;00873X0018/SAEP;7;0,004157143;0,029;271;388;0;3
2011;00876X0011/S1;6;0,356666667;0,65;271;271;2;2
2011;00878X0012/SO;6;0,035;0,06;271;271;0;1
2011;00878X0019/SAEP;5;0,068;0,08;271;271;1;2
2011;00883X0044/SAEP3;6;0;0;271;271;0;0
2011;00883X0046/SAEP2;2;0;0;271;271;0;0
2011;00887X1007/SAEP1;6;0,016865;0,10119;271;271;0;2
2011;00888X0052/HY;8;0,19375;0,35;4;271;2;4
2011;00938X0025/FD1;1;0;0;232;232;0;0
2011;00945X0013/P1;5;0,066;0,09;54;232;1;1
2011;00946X0035/F3;1;0;0;232;232;0;0
2011;00955X0007/C1;4;0,02;0,03;232;232;0;1
2011;00955X0050/F1;2;0;0;95;232;0;0
2011;00978X0011/C1;3;0,036666667;0,05;95;232;1;1
2011;00983X0193/F;3;0;0;145;232;0;0
2011;00986X0085/S;12;0,341666667;3,77;232;232;0;2
2011;00991X0128/F2;3;0;0;232;292;0;0
2011;00994B0114/F;2;0;0;232;232;0;0
2011;00996X0002/PC;13;0,023846154;0,23;146;232;0;3
2011;00997X0164/F;15;0,0232;0,188;13;292;0;2
2011;01001B0153/HY;12;0,045833333;0,34;232;232;0;3
2011;01005K0047/F1;1;0,481;0,481;293;293;7;7
2011;01007X0115/F;1;0;0;232;232;0;0
2011;01025X0047/F;2;0;0;229;232;0;0
2011;01031X0056/P.AEP;2;0,06;0,06;228;228;2;2
2011;01035X0030/F;1;0,03;0,03;228;228;1;1
2011;01044X0155/P;5;0,3038;0,978;87;228;2;4
2011;01045X0038/F;2;0,255;0,46;228;228;1;2
2011;01052X0003/P;2;0;0;228;228;0;0
2011;01053X0004/P;1;0,09;0,09;228;228;2;2
2011;01056X0108/HY;2;0,075;0,08;228;228;2;2
2011;01066X0101/P;2;0,04;0,06;231;231;1;1
2011;01068X0211/F;1;0,15;0,15;228;228;2;2
2011;01076X1005/SAEP;5;0,068;0,11;228;391;1;4
2011;01078X0001/PAEP;1;0,28;0,28;228;228;3;3
2011;01082X0014/PAEP;2;0,258;0,306;228;228;3;10
2011;01084X0018/F;3;0,111666667;0,12;228;388;3;7
2011;01092X0009/PAEP;4;0,0475;0,07;228;228;0;2
2011;01092X0017/SAEP;4;0,22825;0,463;228;231;2;4
2011;01093X0005/PAEP;2;0,005;0,01;228;388;0;2
2011;01103X0032/SAEP;7;0,199428571;0,356;271;388;2;7
2011;01103X0065/FE2;1;0,01;0,01;228;228;1;1
2011;01105X0109/P2;2;0,005;0,01;228;228;0;1
2011;01112X0010/P1;4;0,01575;0,023;271;380;0;4
2011;01113X0008/HY;4;0,09;0,13;1;271;0;2
2011;01114X0044/HY;6;0,024406667;0,05;271;271;0;2
2011;01115X0110/F;7;0,133714286;0,18;271;380;0;7
2011;01116X0086/HY;6;0,211666667;0,28;271;271;2;3
2011;01116X0098/HY;6;0;0;271;271;0;0
2011;01117X0120/SCE;6;0,06;0,08;271;271;0;2
2011;01121X0011/HY;6;0,198333333;0,32;271;271;2;5
2011;01123X0013/HY;7;0,050142857;0,08;271;380;1;7
2011;01124X0026/HY;7;0,029571429;0,06;271;380;0;11
2011;01131X0008/F;6;0;0;271;271;0;0
2011;01131X0045/HY;5;0;0;271;271;0;0
2011;01131X0046/HY;6;0,016725;0,04;271;271;0;1
2011;01138X0184/G14BIS;2;0,00005;0,0001;271;271;0;1
2011;01141X0015/F;2;0;0;271;379;0;0
2011;01143X0019/P1;3;0;0;271;271;0;0
2011;01143X0039/HY;6;0,05834;0,12004;271;271;0;3
2011;01143X0046/HY;6;0,198333333;0,44;271;272;0;2
2011;01144X0004/S;2;0,075;0,09;271;271;1;2
2011;01144X0015/HY;6;0,503333333;0,89;271;271;1;3
2011;01144X0019/HY;6;0,456666667;2,38;271;271;0;9
2011;01145X0021/F;2;0,07;0,11;271;271;1;2
2011;01146X0011/P1;6;0,005;0,03;271;271;0;1
2011;01168X0005/F1;6;0,096666667;0,2;54;232;1;3
2011;01168X0034/F1;2;0;0;54;232;0;0
2011;01172X0010/F;5;0,106;0,12;95;232;1;2
2011;01172X0066/F2;5;0,096;0,13;95;232;1;2
2011;01176X0004/P;6;0,108333333;0,18;54;232;2;3
2011;01178X0009/FD1;4;0,0925;0,16;95;232;1;1
2011;01183X0075/F1;8;0,24125;0,39;54;232;3;4
2011;01184X0027/C1;3;0,04;0,05;95;232;1;1
2011;01184X0051/F2;6;0,153333333;0,21;54;232;2;3
2011;01185X0010/C1;4;0,005;0,02;232;232;0;1
2011;01188X0018/F2;3;0;0;232;232;0;0
2011;01191X0239/F;2;0;0;232;232;0;0
2011;01193X0187/F2;4;0;0;232;232;0;0
2011;01194X0157/F2;8;0,478;0,734;92;232;4;7
2011;01196X0042/C4;4;0,055;0,07;232;232;1;1
2011;01204X0045/FE1;4;0,0625;0,09;232;232;1;2
2011;01205X0109/F6;8;0,03625;0,07;41;232;0;2
2011;01205X0135/C1;4;0,145;0,18;232;232;2;3
2011;01206X0146/FB1;1;0;0;232;232;0;0
2011;01213X0250/FP1;5;0;0;95;232;0;0
2011;01215X0040/C1;7;0,101428571;0,12;54;232;1;2
2011;01215X0103/C1;3;0,043333333;0,08;95;232;0;1
2011;01224X0003/S;12;0,043333333;0,28;232;232;0;2
2011;01228X0001/S;12;0,026666667;0,32;145;232;0;2
2011;01233X0010/S;3;0,043333333;0,13;146;232;0;2
2011;01241X0314/F;2;0;0;232;232;0;0
2011;01242X0521/F1.AEP;2;0,035;0,07;232;232;0;2
2011;01251X0045/F;3;0;0;145;232;0;0
2011;01253X0082/F;2;0,085;0,12;232;232;1;1
2011;01254X0070/F;5;0,066;0,11;146;232;1;3
2011;01258X0072/F;4;0,265;0,35;76;232;3;6
2011;01262X0009/P;2;0;0;232;232;0;0
2011;01263X0055/P;2;0;0;232;232;0;0
2011;01273X0031/HY;4;0,3275;0,54;228;228;1;3
2011;01275X0016/P;4;0,1225;0,15;232;232;2;2
2011;01277X0181/F;2;0,015;0,03;229;229;0;1
2011;01277X0223/P.CLIN;4;0,09;0,15;228;228;1;4
2011;01282X0165/F;4;0,02;0,08;228;231;0;3
2011;01288X0039/HY;4;0,207;0,738;228;228;0;4
2011;01293X0021/F;1;0;0;228;228;0;0
2011;01294X0052/HY;2;0;0;228;228;0;0
2011;01296X0033/HY;6;0,115166667;0,3;86;232;1;3
2011;01296X0064/P;5;0,3424;0,68;87;232;2;3
2011;01306X0044/HY;4;0,015;0,06;232;232;0;2
2011;01306X0070/HY;1;0,18;0,18;232;232;3;3
2011;01307X0117/SCE;4;0,1;0,37;232;232;0;1
2011;01308X0089/P;2;0,05;0,06;235;235;1;1
2011;01312X0084/F1AEP;1;0;0;228;228;0;0
2011;01318X0002/SAEP;2;0,27;0,32;228;228;3;5
2011;01318X0042/SAEP;2;0,26;0,28;228;228;5;6
2011;01321X0011/FAEP;5;0,2542;0,514;228;391;3;11
2011;01323X0005/FAEP;2;0,015;0,03;228;228;0;1
2011;01326X0041/FAEP;4;1,08625;2,053;228;228;10;14
2011;01327X0055/PAEP86;4;0,50975;0,579;228;228;9;12
2011;01332X1010/F;2;0,05;0,1;228;228;0;3
2011;01334X0010/SAEP;4;0;0;228;228;0;0
2011;01335X0001/FAEP;2;0;0;228;228;0;0
2011;01344X1002/HY;4;0,422;1,344;228;228;1;4
2011;01354X0069/HY;6;0,036666667;0,05;271;271;1;1
2011;01354X0153/F1;3;0,006666667;0,02;1;271;0;1
2011;01355X0261/F;3;0,051333333;0,064;228;380;2;6
2011;01356X0099/HY;2;0,085;0,11;228;228;2;2
2011;01358X0045/PC9;6;0;0;271;271;0;0
2011;01358X0201/F;8;0,038875;0,064;271;380;0;10
2011;01363X0007/HY;6;0,005;0,03;271;271;0;1
2011;01372X0064/HY;4;0;0;1;271;0;0
2011;01372X0196/EX;2;0;0;271;271;0;0
2011;01374X0017/HY;6;0;0;271;271;0;0
2011;01374X0273/G;2;0;0;271;271;0;0
2011;01376X0123/P1;2;0;0;271;271;0;0
2011;01377X0063/HY;6;0;0;271;271;0;0
2011;01381X0086/P13;3;0;0;271;271;0;0
2011;01385X0059/PC;3;0,010666667;0,032;271;380;0;9
2011;01392X0054/F;3;0,006;0,018;271;380;0;3
2011;01392X0089/HY;2;0;0;271;271;0;0
2011;01396X0142/F2;2;0;0;271;271;0;0
2011;01398X0030/27;2;0;0;271;271;0;0
2011;01405X0205/IPA3;2;0;0;251;268;0;0
2011;01406X0012/405;3;0;0;271;379;0;0
2011;01424X0021/HYD;2;0;0;232;232;0;0
2011;01436X0017/C1;5;0;0;95;232;0;0
2011;01456X0022/F;4;0;0;232;232;0;0
2011;01462X0132/C1;4;0,14;0,23;232;232;1;3
2011;01465X0087/PS3;4;0,07;0,15;232;232;1;2
2011;01468X0046/FE3-94;3;0;0;95;232;0;0
2011;01474X0052/P1;5;0,108;0,14;95;232;2;2
2011;01477X0018/C1;2;0,01;0,02;232;232;0;1
2011;01482X0001/F;3;0;0;145;232;0;0
2011;01483X0040/PC;12;0,020833333;0,08;232;232;0;2
2011;01485X0010/C1;2;0;0;232;232;0;0
2011;01493X0016/F2;4;0,015;0,03;232;232;0;1
2011;01497X0014/SO;4;0,005;0,02;232;232;0;1
2011;01501X0072/F2-94;2;0;0;232;232;0;0
2011;01502X0003/F;5;0,08;0,1;146;232;1;3
2011;01504X0085/S;4;0,8025;1,15;232;232;3;4
2011;01505X0005/F;4;0,0125;0,03;145;232;0;2
2011;01506X0043/F1;4;0;0;144;232;0;0
2011;01508X0002/F;5;0,094;0,14;146;232;1;4
2011;01511X0036/F;4;0;0;232;232;0;0
2011;01511X0187/F;2;0;0;145;232;0;0
2011;01511X0192/F;1;0;0;232;232;0;0
2011;01513X0029/F3;4;0,1325;0,16;232;232;2;2
2011;01515X0003/HY3;3;0,02;0,03;140;232;0;1
2011;01516X0115/F2;2;0,06;0,12;140;232;0;1
2011;01517X0025/P1;5;0,066;0,12;140;232;1;3
2011;01517X0088/F5;5;0,17;0,35;139;232;1;6
2011;01518X0153/HY3;4;0,0575;0,08;232;232;1;2
2011;01522X0053/HY;4;0,0725;0,1;232;232;1;2
2011;01525X0007/A6;4;0,2125;0,52;139;232;3;6
2011;01526X0063/F;5;0,174;0,22;76;232;2;5
2011;01528X0112/P3;5;0,0892;0,136;76;228;2;4
2011;01531X0092/P;4;0;0;232;232;0;0
2011;01531X0096/P5;5;0,034;0,13;76;228;0;2
2011;01536X0030/P;3;0,12;0,22;228;228;2;2
2011;01541X0050/P1;4;0,035;0,14;228;228;0;4
2011;01544X1029/P2;4;0,0725;0,16;228;228;0;3
2011;01546X0065/F;4;0;0;228;228;0;0
2011;01555X0067/F;4;0;0;228;228;0;0
2011;01557X0004/P1;5;0,066;0,1;232;232;1;1
2011;01561X0135/P;1;0,06;0,06;232;232;1;1
2011;01566X0131/SCE;4;0,965;1,76;229;232;0;6
2011;01571X0134/F2;5;0,2026;0,313;232;391;1;4
2011;01573X0013/SAEP;4;0,115;0,15;232;232;2;3
2011;01573X0061/SAEP;4;0,085;0,12;232;232;2;2
2011;01573X0147/P0;5;1,1896;1,41;232;391;5;14
2011;01578X0002/SAEP;5;0,0456;0,128;232;391;0;4
2011;01578X0012/SAEP;4;0,055;0,11;232;232;1;2
2011;01584X0002/FAEP;4;0,61175;1,19;228;228;7;10
2011;01591X0002/PAEP;3;0,103333333;0,19;228;388;2;3
2011;01593X0003/FAEP;2;0;0;228;228;0;0
2011;01596X0001/PAEP;2;0,03;0,04;232;232;1;1
2011;01602X0007/PAEP1;4;0,074;0,11;1;391;1;5
2011;01604X1015/3;1;0;0;228;228;0;0
2011;01605X0002/FAEP;3;0,025333333;0,04;228;391;1;5
2011;01612X0002/SCE;5;0,1918;0,35;228;380;2;5
2011;01612X0096/HY;4;0,5025;1,214;228;228;2;6
2011;01615X0001/HY;4;0,42725;1,289;228;228;2;7
2011;01621X0011/HY;7;0,009;0,023;271;380;0;8
2011;01625X0078/SCE;6;0,326666667;0,52;271;271;1;2
2011;01626X0010/HY;7;0,000571429;0,004;271;380;0;2
2011;01627X0014/HY;6;0,19;0,27;271;380;2;5
2011;01633X0021/HY;7;0,015857143;0,031;271;380;0;7
2011;01636X0036/F;7;0;0;271;379;0;0
2011;01638X0033/F1;2;0;0;271;271;0;0
2011;01652X0127/F3;2;0;0;271;379;0;0
2011;01658X0038/F;1;0;0;271;271;0;0
2011;01664X0007/F5;1;0,00011;0,00011;271;271;1;1
2011;01671X0013/HY;3;0;0;271;271;0;0
2011;01675X0002/F;1;0;0;271;271;0;0
2011;01677X0023/HY;2;0;0;271;271;0;0
2011;01687X0012/SUP;2;0;0;271;271;0;0
2011;01687X0022/F1;2;0;0;271;271;0;0
2011;01695X0009/F1;2;0,003;0,006;271;272;0;2
2011;01707X0007/P1;2;0,041;0,042;279;280;1;1
2011;01716X0028/HY;4;0,17575;0,244;279;335;3;4
2011;01727X0024/P2;5;0,004;0,02;54;232;0;1
2011;01733X0003/C2;4;0,1;0,2;232;232;1;3
2011;01734X0005/C1;3;0;0;232;232;0;0
2011;01736X0025/NP1;4;0;0;95;232;0;0
2011;01744X0010/F1;8;0,0075;0,02;38;232;0;1
2011;01745X0026/C1;5;0;0;95;232;0;0
2011;01751X0015/F2;4;0;0;231;232;0;0
2011;01753X0009/C1;4;0,1025;0,27;231;232;1;2
2011;01756X0011/F2;4;0,0875;0,13;232;232;1;2
2011;01764X0013/C1;3;0,16;0,18;232;232;2;3
2011;01767X0014/C1;4;0,43;0,62;232;232;3;6
2011;01773X0017/C3;3;0,01;0,03;85;232;0;1
2011;01775X0012/C1;4;0,1325;0,2;232;232;1;3
2011;01782X0087/F;2;0;0;232;232;0;0
2011;01784X0003/PC;2;0;0;232;232;0;0
2011;01785X0003/P1;4;0,0225;0,06;232;232;0;1
2011;01798X0006/P;11;0,028181818;0,07;232;232;0;2
2011;01804X0126/F;4;0;0;232;232;0;0
2011;01812X0006/F;2;0;0;139;232;0;0
2011;01815X0008/F;3;0;0;229;296;0;0
2011;01821X0012/HY;4;0,3725;0,75;232;232;2;3
2011;01823X0061/HY;2;0,035;0,04;232;232;1;1
2011;01824X0031/F3;2;0;0;140;232;0;0
2011;01824X0177/F1;2;0,27;0,32;232;232;2;3
2011;01824X0184/P9;3;0,13;0,18;140;232;2;5
2011;01825X0106/P3;3;0;0;140;232;0;0
2011;01832B0065/F1;2;0;0;232;232;0;0
2011;01832B0415/F3BIS;3;0;0;81;232;0;0
2011;01832B0483/PZ2;4;0,06;0,12;232;232;0;1
2011;01848X0009/P;10;0,392;0,7;232;232;2;4
2011;01858X0011/P1;13;0,113846154;0,17;176;232;0;3
2011;01864X1012/SCE;4;0,26;0,36;232;235;2;3
2011;01865X0003/F1;1;0,05;0,05;232;232;1;1
2011;01868X0057/PAEP;7;0,517142857;2,28;232;391;2;8
2011;01871X0063/FR;1;0,4;0,4;232;232;3;3
2011;01876X0002/SAEP2;6;0,265833333;0,55;232;391;1;7
2011;01877X0029/SAEP;5;0,2364;0,402;232;391;2;13
2011;01878X0028/FAEP1;2;0;0;232;232;0;0
2011;01878X0032/PAEP2;6;0,073666667;0,142;232;391;0;10
2011;01882X0020/P;2;0,015;0,03;232;232;0;1
2011;01884X0023/FAEP;3;0,002666667;0,008;229;391;0;2
2011;01892X0008/PU;4;0,135;0,21;232;232;0;3
2011;01898X0020/PAEP;3;0,002;0,006;232;391;0;2
2011;01905X0024/PAEP;6;0,114666667;0,52;228;391;0;4
2011;01907X0016/FAEP;4;0;0;232;232;0;0
2011;01907X0020/FAEP;2;0;0;232;232;0;0
2011;01907X0048/SERMF1;1;0;0;232;232;0;0
2011;01908X0043/F2;2;0,0075;0,015;228;380;0;4
2011;01913X0013/F;2;0,0715;0,103;228;228;1;2
2011;01915X0041/F1;4;0,0375;0,04;232;232;1;1
2011;01916X0013/HY;5;0,0628;0,134;232;380;1;9
2011;01917X0003/HY;4;0,48;0,954;228;228;0;4
2011;01922X0006/F;3;0,03;0,04;271;271;1;1
2011;01925X0020/SCE;6;0,046666667;0,14;271;271;0;3
2011;01927X0005/HY;6;0,221666667;0,46;271;271;1;3
2011;01936X0019/HY;6;0;0;271;271;0;0
2011;01937X0004/F;6;6,66667E-06;0,00004;271;271;0;1
2011;01937X0032/HY;6;0;0;271;271;0;0
2011;01938X0055/HY;1;0,033;0,033;380;380;7;7
2011;01938X0105/P2;6;0;0;271;271;0;0
